,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
9001,2007-09-01,,,,,,,,,,,,
9002,2007-09-02,,,,,,,,,,,,
9003,2007-09-03,,,,,,,,,,,,
9004,2007-09-04,,,,,,,,,,,,
9005,2007-09-05,,,,,,,,,,,,
9006,2007-09-06,,,,,,,,,,,,
9007,2007-09-07,,,,,,,,,,,,
9008,2007-09-08,,,,,,,,,,,,
9009,2007-09-09,,,,,,,,,,,,
9010,2007-09-10,,,,,,,,,,,,
9011,2007-09-11,,,,,,,,,,,,
9012,2007-09-12,,,,,,,,,,,,
9013,2007-09-13,,,,,,,,,,,,
9014,2007-09-14,,,,,,,,,,,,
9015,2007-09-15,,,,,,,,,,,,
9016,2007-09-16,,,,,,,,,,,,
9017,2007-09-17,,,,,,,,,,,,
9018,2007-09-18,,,,,,,,,,,,
9019,2007-09-19,,,,,,,,,,,,
9020,2007-09-20,,,,,,,,,,,,
9021,2007-09-21,,,,,,,,,,,,
9022,2007-09-22,,,,,,,,,,,,
9023,2007-09-23,,,,,,,,,,,,
9024,2007-09-24,,,,,,,,,,,,
9025,2007-09-25,,,,,,,,,,,,
9026,2007-09-26,,,,,,,,,,,,
9027,2007-09-27,,,,,,,,,,,,
9028,2007-09-28,,,,,,,,,,,,
9029,2007-09-29,,,,,,,,,,,,
9030,2007-09-30,,,,,,,,,,,,
9031,2007-10-01,,,,,,,,,,,,
9032,2007-10-02,,,,,,,,,,,,
9033,2007-10-03,,,,,,,,,,,,
9034,2007-10-04,,,,,,,,,,,,
9035,2007-10-05,,,,,,,,,,,,
9036,2007-10-06,,,,,,,,,,,,
9037,2007-10-07,,,,,,,,,,,,
9038,2007-10-08,,,,,,,,,,,,
9039,2007-10-09,,,,,,,,,,,,
9040,2007-10-10,,,,,,,,,,,,
9041,2007-10-11,,,,,,,,,,,,
9042,2007-10-12,,,,,,,,,,,,
9043,2007-10-13,,,,,,,,,,,,
9044,2007-10-14,,,,,,,,,,,,
9045,2007-10-15,,,,,,,,,,,,
9046,2007-10-16,,,,,,,,,,,,
9047,2007-10-17,,,,,,,,,,,,
9048,2007-10-18,,,,,,,,,,,,
9049,2007-10-19,,,,,,,,,,,,
9050,2007-10-20,,,,,,,,,,,,
9051,2007-10-21,,,,,,,,,,,,
9052,2007-10-22,,,,,,,,,,,,
9053,2007-10-23,,,,,,,,,,,,
9054,2007-10-24,,,,,,,,,,,,
9055,2007-10-25,,,,,,,,,,,,
9056,2007-10-26,,,,,,,,,,,,
9057,2007-10-27,,,,,,,,,,,,
9058,2007-10-28,,,,,,,,,,,,
9059,2007-10-29,,,,,,,,,,,,
9060,2007-10-30,,,,,,,,,,,,
9061,2007-10-31,,,,,,,,,,,,
9062,2007-11-01,,,,,,,,,,,,
9063,2007-11-02,,,,,,,,,,,,
9064,2007-11-03,,,,,,,,,,,,
9065,2007-11-04,,,,,,,,,,,,
9066,2007-11-05,,,,,,,,,,,,
9067,2007-11-06,,,,,,,,,,,,
9068,2007-11-07,,,,,,,,,,,,
9069,2007-11-08,,,,,,,,,,,,
9070,2007-11-09,,,,,,,,,,,,
9071,2007-11-10,,,,,,,,,,,,
9072,2007-11-11,,,,,,,,,,,,
9073,2007-11-12,,,,,,,,,,,,
9074,2007-11-13,,,,,,,,,,,,
9075,2007-11-14,,,,,,,,,,,,
9076,2007-11-15,,,,,,,,,,,,
9077,2007-11-16,,,,,,,,,,,,
9078,2007-11-17,,,,,,,,,,,,
9079,2007-11-18,,,,,,,,,,,,
9080,2007-11-19,,,,,,,,,,,,
9081,2007-11-20,,,,,,,,,,,,
9082,2007-11-21,,,,,,,,,,,,
9083,2007-11-22,,,,,,,,,,,,
9084,2007-11-23,,,,,,,,,,,,
9085,2007-11-24,,,,,,,,,,,,
9086,2007-11-25,,,,,,,,,,,,
9087,2007-11-26,,,,,,,,,,,,
9088,2007-11-27,,,,,,,,,,,,
9089,2007-11-28,,,,,,,,,,,,
9090,2007-11-29,,,,,,,,,,,,
9091,2007-11-30,,,,,,,,,,,,
9092,2007-12-01,,,,,,,,,,,,
9093,2007-12-02,,,,,,,,,,,,
9094,2007-12-03,,,,,,,,,,,,
9095,2007-12-04,,,,,,,,,,,,
9096,2007-12-05,,,,,,,,,,,,
9097,2007-12-06,,,,,,,,,,,,
9098,2007-12-07,,,,,,,,,,,,
9099,2007-12-08,,,,,,,,,,,,
9100,2007-12-09,,,,,,,,,,,,
9101,2007-12-10,,,,,,,,,,,,
9102,2007-12-11,,,,,,,,,,,,
9103,2007-12-12,,,,,,,,,,,,
9104,2007-12-13,,,,,,,,,,,,
9105,2007-12-14,,,,,,,,,,,,
9106,2007-12-15,,,,,,,,,,,,
9107,2007-12-16,,,,,,,,,,,,
9108,2007-12-17,,,,,,,,,,,,
9109,2007-12-18,,,,,,,,,,,,
9110,2007-12-19,,,,,,,,,,,,
9111,2007-12-20,,,,,,,,,,,,
9112,2007-12-21,,,,,,,,,,,,
9113,2007-12-22,,,,,,,,,,,,
9114,2007-12-23,,,,,,,,,,,,
9115,2007-12-24,,,,,,,,,,,,
9116,2007-12-25,,,,,,,,,,,,
9117,2007-12-26,,,,,,,,,,,,
9118,2007-12-27,,,,,,,,,,,,
9119,2007-12-28,,,,,,,,,,,,
9120,2007-12-29,,,,,,,,,,,,
9121,2007-12-30,,,,,,,,,,,,
9122,2007-12-31,,,,,,,,,,,,
9123,2008-01-01,0.0,,,,,0.0,,,,,,
9124,2008-01-02,0.0,,,,,0.0,,,,,,
9125,2008-01-03,0.0,,,,,0.0,,,,,,
9126,2008-01-04,0.0,,,,,0.0,,,,,,
9127,2008-01-05,0.0,,,,,0.0,,,,,,
9128,2008-01-06,0.0,,,,,0.0,,,,,,
9129,2008-01-07,0.0,,,,,0.0,,,,,,
9130,2008-01-08,0.0,,,,,0.0,,,,,,
9131,2008-01-09,0.0,,,,,0.0,,,,,,
9132,2008-01-10,0.0,,,,,0.0,,,,,,
9133,2008-01-11,0.0,,,,,0.0,,,,,,
9134,2008-01-12,0.0,,,,,0.0,,,,,,
9135,2008-01-13,0.0,,,,,0.0,,,,,,
9136,2008-01-14,0.0,,,,,0.0,,,,,,
9137,2008-01-15,0.0,,,,,0.0,,,,,,
9138,2008-01-16,0.0,,,,,0.0,,,,,,
9139,2008-01-17,0.0,,,,,0.0,,,,,,
9140,2008-01-18,0.0,,,,,0.0,,,,,,
9141,2008-01-19,0.0,,,,,0.0,,,,,,
9142,2008-01-20,0.0,,,,,0.0,,,,,,
9143,2008-01-21,0.0,,,,,0.0,,,,,,
9144,2008-01-22,,,,,,,,,,,,
9145,2008-01-23,,,,,,,,,,,,
9146,2008-01-24,,,,,,,,,,,,
9147,2008-01-25,,,,,,,,,,,,
9148,2008-01-26,,,,,,,,,,,,
9149,2008-01-27,0.0,,,,,,,,,,,
9150,2008-01-28,,,,,,,,,,,,
9151,2008-01-29,,,,,,,,,,,,
9152,2008-01-30,,,,,,,,,,,,
9153,2008-01-31,,,,,,,,,,,,
9154,2008-02-01,0.0,,,,,0.0,,,,,,
9155,2008-02-02,0.0,,,,,0.0,,,,,,
9156,2008-02-03,0.0,,,,,0.0,,,,,,
9157,2008-02-04,0.0,,,,,0.0,,,,,,
9158,2008-02-05,0.0,,,,,0.0,,,,,,
9159,2008-02-06,0.0,,,,,0.0,,,,,,
9160,2008-02-07,0.0,,,,,0.0,,,,,,
9161,2008-02-08,0.0,,,,,0.0,,,,,,
9162,2008-02-09,0.0,,,,,0.0,,,,,,
9163,2008-02-10,0.0,,,,,0.0,,,,,,
9164,2008-02-11,0.0,,,,,0.0,,,,,,
9165,2008-02-12,0.0,,,,,0.0,,,,,,
9166,2008-02-13,0.0,,,,,0.0,,,,,,
9167,2008-02-14,0.0,,,,,0.0,,,,,,
9168,2008-02-15,0.0,,,,,0.0,,,,,,
9169,2008-02-16,0.0,,,,,0.0,,,,,,
9170,2008-02-17,0.0,,,,,0.0,,,,,,
9171,2008-02-18,0.0,,,,,0.0,,,,,,
9172,2008-02-19,0.0,,,,,0.0,,,,,,
9173,2008-02-20,0.0,,,,,0.0,,,,,,
9174,2008-02-21,,,,,,,,,,,,
9175,2008-02-22,0.0,,,,,0.0,,,,,,
9176,2008-02-23,0.0,,,,,0.0,,,,,,
9177,2008-02-24,0.0,,,,,0.0,,,,,,
9178,2008-02-25,0.0,,,,,0.0,,,,,,
9179,2008-02-26,0.0,,,,,0.0,,,,,,
9180,2008-02-27,0.0,,,,,0.0,,,,,,
9181,2008-02-28,0.0,,,,,0.0,,,,,,
9182,2008-02-29,0.0,,,,,0.0,,,,,,
9183,2008-03-01,0.0,,,,,0.0,,,,,,
9184,2008-03-02,0.0,,,,,0.0,,,,,,
9185,2008-03-03,0.0,,,,,0.0,,,,,,
9186,2008-03-04,0.0,,,,,0.0,,,,,,
9187,2008-03-05,0.0,,,,,0.0,,,,,,
9188,2008-03-06,0.0,,,,,0.0,,,,,,
9189,2008-03-07,0.0,,,,,0.0,,,,,,
9190,2008-03-08,0.0,,,,,0.0,,,,,,
9191,2008-03-09,0.0,,,,,0.0,,,,,,
9192,2008-03-10,0.0,,,,,0.0,,,,,,
9193,2008-03-11,0.0,,,,,0.0,,,,,,
9194,2008-03-12,0.0,,,,,0.0,,,,,,
9195,2008-03-13,0.0,,,,,0.0,,,,,,
9196,2008-03-14,0.0,,,,,0.0,,,,,,
9197,2008-03-15,0.0,,,,,0.0,,,,,,
9198,2008-03-16,0.0,,,,,0.0,,,,,,
9199,2008-03-17,0.0,,,,,0.0,,,,,,
9200,2008-03-18,0.0,,,,,0.0,,,,,,
9201,2008-03-19,0.0,,,,,0.0,,,,,,
9202,2008-03-20,0.0,,,,,0.0,,,,,,
9203,2008-03-21,0.0,,,,,0.0,,,,,,
9204,2008-03-22,0.0,,,,,0.0,,,,,,
9205,2008-03-23,0.0,,,,,0.0,,,,,,
9206,2008-03-24,0.0,,,,,0.0,,,,,,
9207,2008-03-25,0.0,,,,,0.0,,,,,,
9208,2008-03-26,0.0,,,,,0.0,,,,,,
9209,2008-03-27,0.0,,,,,0.0,,,,,,
9210,2008-03-28,0.0,,,,,0.0,,,,,,
9211,2008-03-29,0.0,,,,,0.0,,,,,,
9212,2008-03-30,0.0,,,,,0.0,,,,,,
9213,2008-03-31,0.0,,,,,0.0,,,,,,
9214,2008-04-01,0.0,,,,,0.0,,,,,,
9215,2008-04-02,0.0,,,,,0.0,,,,,,
9216,2008-04-03,0.0,,,,,0.0,,,,,,
9217,2008-04-04,0.0,,,,,0.0,,,,,,
9218,2008-04-05,0.0,,,,,0.0,,,,,,
9219,2008-04-06,0.0,,,,,0.0,,,,,,
9220,2008-04-07,0.0,,,,,0.0,,,,,,
9221,2008-04-08,0.0,,,,,0.0,,,,,,
9222,2008-04-09,0.0,,,,,0.0,,,,,,
9223,2008-04-10,0.0,,,,,0.0,,,,,,
9224,2008-04-11,0.0,,,,,0.0,,,,,,
9225,2008-04-12,0.0,,,,,0.0,,,,,,
9226,2008-04-13,0.0,,,,,0.0,,,,,,
9227,2008-04-14,0.0,,,,,0.0,,,,,,
9228,2008-04-15,0.0,,,,,0.0,,,,,,
9229,2008-04-16,0.0,,,,,0.0,,,,,,
9230,2008-04-17,0.0,,,,,0.0,,,,,,
9231,2008-04-18,0.0,,,,,0.0,,,,,,
9232,2008-04-19,0.0,,,,,0.0,,,,,,
9233,2008-04-20,0.0,,,,,0.0,,,,,,
9234,2008-04-21,0.0,,,,,0.0,,,,,,
9235,2008-04-22,0.0,,,,,0.0,,,,,,
9236,2008-04-23,10.0,,,,,0.0,,,,,,166.0769025
9237,2008-04-24,24.0,,,,,0.0,,,,,,3565.065388541667
9238,2008-04-25,24.0,,,,,0.0,,,,,,6916.922637708333
9239,2008-04-26,18.65,,,,,0.0,,,,,,6617.815574210526
9240,2008-04-27,15.95833,,,,,0.0,,,,,,4507.0
9241,2008-04-28,0.0,,,,,0.0,,,,,,
9242,2008-04-29,5.0,,,,,0.0,,,,,,1450.0
9243,2008-04-30,21.04167,,,,,0.0,,,,,,6529.806390465116
9244,2008-05-01,24.0,,,,,0.0,,,,,,6999.033660833334
9245,2008-05-02,23.23,,,,,0.0,,,,,,6760.543202916667
9246,2008-05-03,23.83333,,,,,0.0,,,,,,7389.424170208334
9247,2008-05-04,24.0,,,,,0.0,,,,,,8000.0
9248,2008-05-05,22.75,,,,,0.0,,,,,,6491.986785
9249,2008-05-06,24.0,,,,,0.0,,,,,,7008.0
9250,2008-05-07,24.0,,,,,0.0,,,,,,7008.0
9251,2008-05-08,24.0,,,,,0.0,,,,,,7008.0
9252,2008-05-09,24.0,,,,,0.0,,,,,,7008.0
9253,2008-05-10,24.0,,,,,0.0,,,,,,7007.9517516666665
9254,2008-05-11,24.0,,,,,0.0,,,,,,7007.757904166667
9255,2008-05-12,24.0,,,,,0.0,,,,,,7008.0
9256,2008-05-13,24.0,,,,,0.0,,,,,,7008.0
9257,2008-05-14,24.0,,,,,0.0,,,,,,7004.708999375
9258,2008-05-15,24.0,,,,,0.0,,,,,,7800.0
9259,2008-05-16,24.0,,,,,0.0,,,,,,7900.0
9260,2008-05-17,24.0,,,,,0.0,,,,,,8000.0
9261,2008-05-18,24.0,,,,,0.0,,,,,,8000.0
9262,2008-05-19,24.0,,,,,0.0,,,,,,8000.0
9263,2008-05-20,24.0,,,,,0.0,,,,,,8000.0
9264,2008-05-21,24.0,,,,,0.0,,,,,,8000.0
9265,2008-05-22,24.0,,,,,0.0,,,,,,7570.0
9266,2008-05-23,24.0,,,,,0.0,,,,,,6858.0
9267,2008-05-24,24.0,,,,,0.0,,,,,,6954.0
9268,2008-05-25,24.0,,,,,0.0,,,,,,7710.0
9269,2008-05-26,24.0,,,,,0.0,,,,,,7924.0
9270,2008-05-27,24.0,,,,,0.0,,,,,,7780.0
9271,2008-05-28,24.0,,,,,0.0,,,,,,7780.0
9272,2008-05-29,24.0,,,,,0.0,,,,,,7892.2
9273,2008-05-30,20.19167,,,,,0.0,,,,,,6459.5
9274,2008-05-31,0.0,,,,,0.0,,,,,,
9275,2008-06-01,0.0,,,,,0.0,,,,,,
9276,2008-06-02,16.0,,,,,0.0,,,,,,5000.0
9277,2008-06-03,14.15,,,,,0.0,,,,,,4280.0
9278,2008-06-04,24.0,,,,,0.0,,,,,,7825.0
9279,2008-06-05,24.0,,,,,0.0,,,,,,8000.0
9280,2008-06-06,24.0,,,,,0.0,,,,,,8000.0
9281,2008-06-07,24.0,,,,,0.0,,,,,,8000.0
9282,2008-06-08,24.0,,,,,0.0,,,,,,8000.0
9283,2008-06-09,24.0,,,,,0.0,,,,,,8000.0
9284,2008-06-10,19.0,,,,,0.0,,,,,,6185.0
9285,2008-06-11,0.0,,,,,0.0,,,,,,
9286,2008-06-12,6.5,,,,,0.0,,,,,,2013.0
9287,2008-06-13,24.0,,,,,0.0,,,,,,8250.0
9288,2008-06-14,19.5,,,,,0.0,,,,,,6593.90243902439
9289,2008-06-15,24.0,,,,,0.0,,,,,,9000.0
9290,2008-06-16,24.0,,,,,0.0,,,,,,8965.132476458333
9291,2008-06-17,24.0,,,,,0.0,,,,,,8976.113189791668
9292,2008-06-18,24.0,,,,,0.0,,,,,,8976.874175625
9293,2008-06-19,24.0,,,,,0.0,,,,,,8989.0
9294,2008-06-20,21.16667,,,,,0.0,,,,,,7477.0721063636365
9295,2008-06-21,24.0,,,,,0.0,,,,,,8928.0
9296,2008-06-22,24.0,,,,,0.0,,,,,,8981.0
9297,2008-06-23,24.0,,,,,0.0,,,,,,9014.0
9298,2008-06-24,24.0,,,,,0.0,,,,,,9009.0
9299,2008-06-25,21.66667,,,,,0.0,,,,,,8432.732030666666
9300,2008-06-26,18.5,,,,,0.0,,,,,,6216.0
9301,2008-06-27,24.0,,,,,0.0,,,,,,8910.594299375
9302,2008-06-28,7.83333,,,,,0.0,,,,,,2520.0
9303,2008-06-29,22.5,,,,,0.0,,,,,,8250.113991875
9304,2008-06-30,24.0,,,,,0.0,,,,,,9011.119154791666
9305,2008-07-01,20.66666,,,,,0.0,,,,,,7488.0
9306,2008-07-02,24.0,,,,,0.0,,,,,,9129.0
9307,2008-07-03,24.0,,,,,0.0,,,,,,8523.4538425
9308,2008-07-04,24.0,,,,,0.0,,,,,,8101.79893875
9309,2008-07-05,24.0,,,,,0.0,,,,,,9168.0
9310,2008-07-06,24.0,,,,,0.0,,,,,,8830.0
9311,2008-07-07,24.0,,,,,0.0,,,,,,9259.0
9312,2008-07-08,24.0,,,,,0.0,,,,,,9259.3
9313,2008-07-09,24.0,,,,,0.0,,,,,,9250.0
9314,2008-07-10,9.75,,,,,0.0,,,,,,3575.0
9315,2008-07-11,4.33333,,,,,0.0,,,,,,1096.0
9316,2008-07-12,1.58334,,,,,0.0,,,,,,295.0
9317,2008-07-13,0.0,,,,,0.0,,,,,,0.0
9318,2008-07-14,0.0,,,,,0.0,,,,,,0.0
9319,2008-07-15,9.975,,,,,0.0,,,,,,2275.0
9320,2008-07-16,24.0,,,,,0.0,,,,,,9000.0
9321,2008-07-17,24.0,,,,,0.0,,,,,,9065.0
9322,2008-07-18,24.0,,,,,0.0,,,,,,9047.0
9323,2008-07-19,24.0,,,,,0.0,,,,,,9180.0
9324,2008-07-20,24.0,,,,,0.0,,,,,,9047.995757708333
9325,2008-07-21,24.0,,,,,,,,,,,9155.0
9326,2008-07-22,24.0,,,,,0.0,,,,,,9135.391205833334
9327,2008-07-23,22.5,,,,,0.0,,,,,,8498.0
9328,2008-07-24,24.0,,,,,0.0,,,,,,9203.95555125
9329,2008-07-25,24.0,,,,,0.0,,,,,,9176.599639791666
9330,2008-07-26,24.0,,,,,0.0,,,,,,9055.948426041667
9331,2008-07-27,24.0,,,,,0.0,,,,,,9254.862289375
9332,2008-07-28,24.0,,,,,0.0,,,,,,9274.249679583334
9333,2008-07-29,24.0,,,,,0.0,,,,,,9274.1074095
9334,2008-07-30,24.0,,,,,0.0,,,,,,9247.0
9335,2008-07-31,24.0,,,,,0.0,,,,,,9165.0
9336,2008-08-01,24.0,,,,,0.0,,,,,,9175.0
9337,2008-08-02,24.0,,,,,0.0,,,,,,9175.0
9338,2008-08-03,24.0,,,,,0.0,,,,,,9222.0
9339,2008-08-04,24.0,,,,,0.0,,,,,,9226.0
9340,2008-08-05,24.0,,,,,0.0,,,,,,7773.0
9341,2008-08-06,7.69167,,,,,0.0,,,,,,2788.0
9342,2008-08-07,0.0,,,,,0.0,,,,,,0.08816
9343,2008-08-08,18.00001,,,,,0.0,,,,,,1390.0
9344,2008-08-09,24.0,,,,,0.0,,,,,,9086.460449166667
9345,2008-08-10,24.0,,,,,0.0,,,,,,9308.681702083333
9346,2008-08-11,23.8,,,,,0.0,,,,,,8891.863747708334
9347,2008-08-12,24.0,,,,,0.0,,,,,,9009.0
9348,2008-08-13,24.0,,,,,0.0,,,,,,9010.529128958333
9349,2008-08-14,24.0,,,,,0.0,,,,,,9010.20468125
9350,2008-08-15,24.0,,,,,0.0,,,,,,9040.963516875
9351,2008-08-16,24.0,,,,,0.0,,,,,,9043.687362291666
9352,2008-08-17,24.0,,,,,0.0,,,,,,6834.2768325
9353,2008-08-18,24.0,,,,,0.0,,,,,,8943.28489625
9354,2008-08-19,24.0,,,,,0.0,,,,,,9051.583329375
9355,2008-08-20,24.0,,,,,0.0,,,,,,9085.493499583334
9356,2008-08-21,24.0,,,,,0.0,,,,,,7070.0
9357,2008-08-22,24.0,,,,,0.0,,,,,,9170.0
9358,2008-08-23,24.0,,,,,0.0,,,,,,8954.0
9359,2008-08-24,24.0,,,,,0.0,,,,,,9316.0
9360,2008-08-25,24.0,,,,,0.0,,,,,,9197.0
9361,2008-08-26,23.0,,,,,0.0,,,,,,7481.385117916667
9362,2008-08-27,4.0,,,,,0.0,,,,,,184.358870625
9363,2008-08-28,18.20834,,,,,0.0,,,,,,1591.8338635897435
9364,2008-08-29,16.54167,,,,,0.0,,,,,,1048.2893437142857
9365,2008-08-30,24.0,,,,,0.0,,,,,,2374.8859752083335
9366,2008-08-31,23.83333,,,,,0.0,,,,,,2460.393416875
9367,2008-09-01,24.0,,,,,0.0,,,,,,2780.5043175
9368,2008-09-02,21.9186,,,,,0.0,,,,,,2596.0
9369,2008-09-03,24.0,,,,,0.0,,,,,,2834.862606041667
9370,2008-09-04,24.0,,,,,0.0,,,,,,2872.69657125
9371,2008-09-05,24.0,,,,,0.0,,,,,,3112.6209447916667
9372,2008-09-06,21.04167,,,,,0.0,,,,,,3184.266126976744
9373,2008-09-07,0.0,,,,,0.0,,,,,,
9374,2008-09-08,23.125,,,,,0.0,,,,,,1930.4326006382978
9375,2008-09-09,21.14,,,,,0.0,,,,,,2489.97340625
9376,2008-09-10,24.0,,,,,0.0,,,,,,3001.128544166667
9377,2008-09-11,24.0,,,,,0.0,,,,,,2987.3698535416665
9378,2008-09-12,24.0,,,,,0.0,,,,,,2920.7861972916667
9379,2008-09-13,24.0,,,,,0.0,,,,,,3016.924953333333
9380,2008-09-14,24.0,,,,,0.0,,,,,,3521.0
9381,2008-09-15,16.21203,,,,,0.0,,,,,,2279.0
9382,2008-09-16,0.0,,,,,0.0,,,,,,
9383,2008-09-17,0.0,,,,,0.0,,,,,,
9384,2008-09-18,0.0,,,,,0.0,,,,,,
9385,2008-09-19,10.95833,,,,,0.0,,,,,,134.0
9386,2008-09-20,24.0,,,,,0.0,,,,,,2736.5009045833335
9387,2008-09-21,4.33333,,,,,0.0,,,,,,697.0
9388,2008-09-22,18.375,,,,,0.0,,,,,,6153.0
9389,2008-09-23,23.45833,,,,,0.0,,,,,,4141.395318125
9390,2008-09-24,22.08333,,,,,0.0,,,,,,2871.6611
9391,2008-09-25,22.16667,,,,,0.0,,,,,,3639.7868032608694
9392,2008-09-26,24.0,,,,,0.0,,,,,,8345.63327
9393,2008-09-27,17.33333,,,,,0.0,,,,,,7498.942547777778
9394,2008-09-28,24.0,,,,,0.0,,,,,,7735.515602083334
9395,2008-09-29,24.0,,,,,0.0,,,,,,7615.17536125
9396,2008-09-30,24.0,,,,,0.0,,,,,,7487.124237291667
9397,2008-10-01,24.0,,,,,0.0,,,,,,7918.530945625
9398,2008-10-02,23.75,,,,,0.0,,,,,,7373.792126041667
9399,2008-10-03,24.0,,,,,0.0,,,,,,8292.915908333332
9400,2008-10-04,14.0,,,,,0.0,,,,,,4307.0
9401,2008-10-05,24.0,,,,,0.0,,,,,,8479.706725625
9402,2008-10-06,19.0,,,,,0.0,,,,,,6364.0
9403,2008-10-07,24.0,,,,,0.0,,,,,,8030.598647708333
9404,2008-10-08,24.0,,,,,0.0,,,,,,9013.506240625
9405,2008-10-09,23.16666,,,,,0.0,,,,,,7723.14044625
9406,2008-10-10,23.08333,,,,,0.0,,,,,,7672.530871875
9407,2008-10-11,21.58334,,,,,0.0,,,,,,6740.0
9408,2008-10-12,24.0,,,,,0.0,,,,,,8004.45794625
9409,2008-10-13,24.0,,,,,0.0,,,,,,9203.4078675
9410,2008-10-14,24.0,,,,,0.0,,,,,,9207.138870416667
9411,2008-10-15,24.0,,,,,0.0,,,,,,9092.06919875
9412,2008-10-16,24.0,,,,,0.0,,,,,,9093.49755875
9413,2008-10-17,23.66667,,,,,0.0,,,,,,5929.36
9414,2008-10-18,24.0,,,,,0.0,,,,,,6325.323386875
9415,2008-10-19,24.0,,,,,0.0,,,,,,8012.017028
9416,2008-10-20,22.0,,,,,0.0,,,,,,7353.4121326
9417,2008-10-21,24.0,,,,,0.0,,,,,,6204.0
9418,2008-10-22,24.0,,,,,0.0,,,,,,7344.0
9419,2008-10-23,20.0,,,,,0.0,,,,,,7283.0
9420,2008-10-24,24.0,,,,,0.0,,,,,,8250.0
9421,2008-10-25,24.0,,,,,0.0,,,,,,8469.0
9422,2008-10-26,25.0,,,,,0.0,,,,,,8783.0
9423,2008-10-27,21.66666,,,,,0.0,,,,,,7958.0
9424,2008-10-28,24.0,,,,,0.0,,,,,,7987.0
9425,2008-10-29,17.5,,,,,0.0,,,,,,5882.0
9426,2008-10-30,15.50001,,,,,0.0,,,,,,4451.0
9427,2008-10-31,24.0,,,,,0.0,,,,,,6756.0
9428,2008-11-01,21.33333,,,,,0.0,,,,,,6323.0
9429,2008-11-02,24.0,,,,,0.0,,,,,,6593.0
9430,2008-11-03,24.0,,,,,0.0,,,,,,7198.0
9431,2008-11-04,24.0,,,,,0.0,,,,,,7247.0
9432,2008-11-05,24.0,,,,,0.0,,,,,,6873.0
9433,2008-11-06,24.0,,,,,0.0,,,,,,6974.0
9434,2008-11-07,24.0,,,,,0.0,,,,,,7422.0
9435,2008-11-08,24.0,,,,,0.0,,,,,,7408.0
9436,2008-11-09,24.0,,,,,0.0,,,,,,7416.0
9437,2008-11-10,24.0,,,,,0.0,,,,,,7475.0
9438,2008-11-11,24.0,,,,,0.0,,,,,,7462.8
9439,2008-11-12,24.0,,,,,0.0,,,,,,7452.7
9440,2008-11-13,24.0,,,,,0.0,,,,,,7136.1
9441,2008-11-14,24.0,,,,,0.0,,,,,,7411.7
9442,2008-11-15,20.16667,,,,,0.0,,,,,,6002.5
9443,2008-11-16,24.0,,,,,0.0,,,,,,7150.2
9444,2008-11-17,24.0,,,,,0.0,,,,,,7176.0
9445,2008-11-18,23.66667,,,,,0.0,,,,,,6879.866899791667
9446,2008-11-19,22.5,,,,,0.0,,,,,,6942.446376739131
9447,2008-11-20,24.0,,,,,0.0,,,,,,8794.771331875
9448,2008-11-21,24.0,,,,,0.0,,,,,,8168.98960125
9449,2008-11-22,24.0,,,,,0.0,,,,,,6735.578952291667
9450,2008-11-23,24.0,,,,,0.0,,,,,,3471.9058754166667
9451,2008-11-24,24.0,,,,,0.0,,,,,,8960.397628541667
9452,2008-11-25,24.0,,,,,0.0,,,,,,8640.0
9453,2008-11-26,24.0,,,,,0.0,,,,,,8224.3425625
9454,2008-11-27,24.0,,,,,0.0,,,,,,8833.2
9455,2008-11-28,24.0,,,,,0.0,,,,,,8575.0
9456,2008-11-29,24.0,,,,,0.0,,,,,,8653.5
9457,2008-11-30,24.0,,,,,0.0,,,,,,8525.1
9458,2008-12-01,24.0,,,,,0.0,,,,,,8317.3
9459,2008-12-02,24.0,,,,,0.0,,,,,,8811.0
9460,2008-12-03,24.0,,,,,0.0,,,,,,8847.0
9461,2008-12-04,24.0,,,,,0.0,,,,,,8853.0
9462,2008-12-05,24.0,,,,,0.0,,,,,,8772.0
9463,2008-12-06,24.0,,,,,0.0,,,,,,8819.0
9464,2008-12-07,24.0,,,,,0.0,,,,,,8755.0
9465,2008-12-08,24.0,,,,,0.0,,,,,,6124.0
9466,2008-12-09,24.0,,,,,0.0,,,,,,8353.842369791666
9467,2008-12-10,24.0,,,,,0.0,,,,,,8226.730796666667
9468,2008-12-11,24.0,,,,,0.0,,,,,,7708.769489583334
9469,2008-12-12,22.83333,,,,,0.0,,,,,,8504.0
9470,2008-12-13,24.0,,,,,0.0,,,,,,8886.0
9471,2008-12-14,23.83333,,,,,0.0,,,,,,8329.0
9472,2008-12-15,24.0,,,,,0.0,,,,,,8780.0
9473,2008-12-16,24.0,,,,,0.0,,,,,,8655.0
9474,2008-12-17,24.0,,,,,0.0,,,,,,8578.0
9475,2008-12-18,24.0,,,,,0.0,,,,,,8730.0
9476,2008-12-19,24.0,,,,,0.0,,,,,,8736.0
9477,2008-12-20,24.0,,,,,0.0,,,,,,8690.0
9478,2008-12-21,24.0,,,,,0.0,,,,,,8295.0
