,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
11483,2014-06-18,24.0,,,,,0.0,,,,,,6981.471878125
11484,2014-06-19,24.0,,,,,0.0,,,,,,7093.278152708333
11485,2014-06-20,24.0,,,,,0.0,,,,,,6996.023040833334
11486,2014-06-21,24.0,,,,,0.0,,,,,,7041.659592291667
11487,2014-06-22,24.0,,,,,0.0,,,,,,7229.92584125
11488,2014-06-23,24.0,,,,,0.0,,,,,,7148.873794583334
11489,2014-06-24,24.0,,,,,0.0,,,,,,7254.0
11490,2014-06-25,24.0,,,,,0.0,,,,,,7282.0
11491,2014-06-26,9.5,,,,,0.0,,,,,,2362.0
11492,2014-06-27,21.66667,,,,,0.0,,,,,,4110.0
11493,2014-06-28,24.0,,,,,0.0,,,,,,6649.0
11494,2014-06-29,24.0,,,,,0.0,,,,,,6620.0
11495,2014-06-30,24.0,,,,,0.0,,,,,,7074.0
11496,2014-07-01,24.0,,,,,0.0,,,,,,7075.054611041666
11497,2014-07-02,24.0,,,,,0.0,,,,,,7109.8489225
11498,2014-07-03,24.0,,,,,0.0,,,,,,7148.812805208333
11499,2014-07-04,24.0,,,,,0.0,,,,,,7178.143219166666
11500,2014-07-05,24.0,,,,,0.0,,,,,,7287.307922916667
11501,2014-07-06,24.0,,,,,0.0,,,,,,7426.20233125
11502,2014-07-07,24.0,,,,,0.0,,,,,,7133.470635
11503,2014-07-08,24.0,,,,,0.0,,,,,,7587.948639166667
11504,2014-07-09,24.0,,,,,0.0,,,,,,7722.909743958333
11505,2014-07-10,24.0,,,,,0.0,,,,,,6207.112384791667
11506,2014-07-11,24.0,,,,,0.0,,,,,,5217.942930208334
11507,2014-07-12,24.0,,,,,0.0,,,,,,4086.1461485416667
11508,2014-07-13,24.0,,,,,0.0,,,,,,4831.498076666667
11509,2014-07-14,24.0,,,,,0.0,,,,,,6706.01671625
11510,2014-07-15,24.0,,,,,0.0,,,,,,7078.743225625
11511,2014-07-16,24.0,,,,,0.0,,,,,,7108.227966041667
11512,2014-07-17,24.0,,,,,0.0,,,,,,7373.749252083333
11513,2014-07-18,24.0,,,,,0.0,,,,,,7826.333373541666
11514,2014-07-19,24.0,,,,,0.0,,,,,,8154.341324166667
11515,2014-07-20,22.16667,,,,,0.0,,,,,,7491.548340625
11516,2014-07-21,24.0,,,,,0.0,,,,,,7914.798705
11517,2014-07-22,24.0,,,,,0.0,,,,,,7920.895264375
11518,2014-07-23,24.0,,,,,0.0,,,,,,7949.320357916667
11519,2014-07-24,24.0,,,,,0.0,,,,,,8026.532714791667
11520,2014-07-25,24.0,,,,,0.0,,,,,,8095.3397675
11521,2014-07-26,24.0,,,,,0.0,,,,,,8335.354079791667
11522,2014-07-27,24.0,,,,,0.0,,,,,,8400.182601666667
11523,2014-07-28,24.0,,,,,0.0,,,,,,8343.384841458334
11524,2014-07-29,24.0,,,,,0.0,,,,,,8323.5134275
11525,2014-07-30,24.0,,,,,0.0,,,,,,6956.858375833333
11526,2014-07-31,24.0,,,,,0.0,,,,,,8566.340530416666
11527,2014-08-01,24.0,,,,,0.0,,,,,,8455.550430625
11528,2014-08-02,24.0,,,,,0.0,,,,,,7918.869407916667
11529,2014-08-03,23.66667,,,,,0.0,,,,,,6267.055138333333
11530,2014-08-04,24.0,,,,,0.0,,,,,,7469.389862083333
11531,2014-08-05,24.0,,,,,0.0,,,,,,7469.0
11532,2014-08-06,24.0,,,,,0.0,,,,,,7449.0
11533,2014-08-07,24.0,,,,,0.0,,,,,,7787.0
11534,2014-08-08,24.0,,,,,0.0,,,,,,7686.0
11535,2014-08-09,24.0,,,,,0.0,,,,,,7825.0
11536,2014-08-10,24.0,,,,,0.0,,,,,,8110.0
11537,2014-08-11,24.0,,,,,0.0,,,,,,8190.0
11538,2014-08-12,24.0,,,,,0.0,,,,,,8230.758025625
11539,2014-08-13,24.0,,,,,0.0,,,,,,8131.625320833334
11540,2014-08-14,24.0,,,,,0.0,,,,,,8028.1730495833335
11541,2014-08-15,24.0,,,,,0.0,,,,,,6288.633216875
11542,2014-08-16,24.0,,,,,0.0,,,,,,7935.533677083334
11543,2014-08-17,24.0,,,,,0.0,,,,,,8065.080261041667
11544,2014-08-18,24.0,,,,,0.0,,,,,,7070.22852375
11545,2014-08-19,10.50834,,,,,0.0,,,,,,1301.9980504166667
11546,2014-08-20,0.0,,,,,0.0,,,,,,0.0
11547,2014-08-21,0.0,,,,,0.0,,,,,,0.0
11548,2014-08-22,0.0,,,,,0.0,,,,,,0.0
11549,2014-08-23,0.0,,,,,0.0,,,,,,0.0
11550,2014-08-24,0.0,,,,,0.0,,,,,,0.0
11551,2014-08-25,22.625,,,,,0.0,,,,,,5902.958270625
11552,2014-08-26,24.0,,,,,0.0,,,,,,6957.127487708333
11553,2014-08-27,24.0,,,,,0.0,,,,,,6637.156890208334
11554,2014-08-28,22.5,,,,,0.0,,,,,,5958.94210375
11555,2014-08-29,24.0,,,,,0.0,,,,,,6351.803527291667
11556,2014-08-30,24.0,,,,,0.0,,,,,,6338.919265833333
11557,2014-08-31,24.0,,,,,0.0,,,,,,6284.023543958333
11558,2014-09-01,24.0,,,,,0.0,,,,,,6297.024398541666
11559,2014-09-02,24.0,,,,,0.0,,,,,,6432.441879166667
11560,2014-09-03,22.66666,,,,,0.0,,,,,,6435.669734375
11561,2014-09-04,24.0,,,,,0.0,,,,,,6259.450134583333
11562,2014-09-05,24.0,,,,,0.0,,,,,,6133.109161041667
11563,2014-09-06,24.0,,,,,0.0,,,,,,6423.0
11564,2014-09-07,24.0,,,,,0.0,,,,,,6529.120528958333
11565,2014-09-08,24.0,,,,,0.0,,,,,,6571.0
11566,2014-09-09,24.0,,,,,0.0,,,,,,6572.721466458333
11567,2014-09-10,24.0,,,,,0.0,,,,,,6555.742965625
11568,2014-09-11,24.0,,,,,0.0,,,,,,7066.063187083333
11569,2014-09-12,24.0,,,,,0.0,,,,,,7103.933104791667
11570,2014-09-13,24.0,,,,,0.0,,,,,,7122.4514925
11571,2014-09-14,24.0,,,,,0.0,,,,,,7161.8263845833335
11572,2014-09-15,24.0,,,,,0.0,,,,,,7173.179916875
11573,2014-09-16,24.0,,,,,0.0,,,,,,7203.0
11574,2014-09-17,24.0,,,,,0.0,,,,,,7294.0
11575,2014-09-18,24.0,,,,,0.0,,,,,,7581.0
11576,2014-09-19,24.0,,,,,0.0,,,,,,7562.0
11577,2014-09-20,24.0,,,,,0.0,,,,,,7588.0
11578,2014-09-21,24.0,,,,,0.0,,,,,,7720.0
11579,2014-09-22,24.0,,,,,0.0,,,,,,8015.0
11580,2014-09-23,24.0,,,,,0.0,,,,,,7594.4987189583335
11581,2014-09-24,24.0,,,,,0.0,,,,,,7070.143463333334
11582,2014-09-25,24.0,,,,,0.0,,,,,,7156.193725625
11583,2014-09-26,24.0,,,,,0.0,,,,,,7285.20483375
11584,2014-09-27,24.0,,,,,0.0,,,,,,7213.024947916667
11585,2014-09-28,24.0,,,,,0.0,,,,,,6380.914718333333
11586,2014-09-29,2.925,,,,,0.0,,,,,,325.499378125
11587,2014-09-30,19.74167,,,,,0.0,,,,,,4042.549815625
11588,2014-10-01,24.0,,,,,0.0,,,,,,7581.0405422916665
11589,2014-10-02,24.0,,,,,0.0,,,,,,7583.876038125
11590,2014-10-03,24.0,,,,,0.0,,,,,,7647.872421041667
11591,2014-10-04,24.0,,,,,0.0,,,,,,7822.05326875
11592,2014-10-05,24.0,,,,,0.0,,,,,,7790.368622083333
11593,2014-10-06,24.0,,,,,0.0,,,,,,7572.344406041667
11594,2014-10-07,24.0,,,,,0.0,,,,,,7296.414397708333
11595,2014-10-08,24.0,,,,,0.0,,,,,,7189.982407291666
11596,2014-10-09,21.33334,,,,,0.0,,,,,,4912.49924375
11597,2014-10-10,24.0,,,,,0.0,,,,,,6896.588332916666
11598,2014-10-11,24.0,,,,,0.0,,,,,,6907.94139
11599,2014-10-12,24.0,,,,,0.0,,,,,,6940.0
11600,2014-10-13,24.0,,,,,0.0,,,,,,7203.621505416667
11601,2014-10-14,24.0,,,,,0.0,,,,,,7295.531754375
11602,2014-10-15,24.0,,,,,0.0,,,,,,7164.558486666667
11603,2014-10-16,24.0,,,,,0.0,,,,,,7056.25004625
11604,2014-10-17,24.0,,,,,0.0,,,,,,7025.786392083333
11605,2014-10-18,24.0,,,,,0.0,,,,,,7057.1645966666665
11606,2014-10-19,24.0,,,,,0.0,,,,,,7019.060241458334
11607,2014-10-20,24.0,,,,,0.0,,,,,,6994.0131529166665
11608,2014-10-21,24.0,,,,,0.0,,,,,,6988.943756041666
11609,2014-10-22,24.0,,,,,0.0,,,,,,6908.5857775
11610,2014-10-23,24.0,,,,,0.0,,,,,,7040.300598125
11611,2014-10-24,24.0,,,,,0.0,,,,,,7038.846831875
11612,2014-10-25,24.0,,,,,0.0,,,,,,7191.244751666667
11613,2014-10-26,25.0,,,,,0.0,,,,,,7256.9517918
11614,2014-10-27,24.0,,,,,0.0,,,,,,7421.734405833334
11615,2014-10-28,24.0,,,,,0.0,,,,,,7573.0
11616,2014-10-29,24.0,,,,,0.0,,,,,,6694.646377708334
11617,2014-10-30,24.0,,,,,0.0,,,,,,5665.6371675
11618,2014-10-31,24.0,,,,,0.0,,,,,,6885.0
11619,2014-11-01,24.0,,,,,0.0,,,,,,6927.0
11620,2014-11-02,24.0,,,,,0.0,,,,,,7021.0
11621,2014-11-03,24.0,,,,,0.0,,,,,,7053.0
11622,2014-11-04,24.0,,,,,0.0,,,,,,7098.767761041667
11623,2014-11-05,24.0,,,,,0.0,,,,,,7133.87551875
11624,2014-11-06,24.0,,,,,0.0,,,,,,7169.986923541666
11625,2014-11-07,24.0,,,,,0.0,,,,,,7359.26701375
11626,2014-11-08,24.0,,,,,0.0,,,,,,7393.719528333333
11627,2014-11-09,24.0,,,,,0.0,,,,,,7551.864334166667
11628,2014-11-10,24.0,,,,,0.0,,,,,,7634.9
11629,2014-11-11,24.0,,,,,0.0,,,,,,7695.437729791666
11630,2014-11-12,24.0,,,,,0.0,,,,,,7677.969803333333
11631,2014-11-13,24.0,,,,,0.0,,,,,,7083.005615625
11632,2014-11-14,24.0,,,,,0.0,,,,,,7348.783906041666
11633,2014-11-15,24.0,,,,,0.0,,,,,,7409.732498125
11634,2014-11-16,24.0,,,,,0.0,,,,,,7373.096191875
11635,2014-11-17,24.0,,,,,0.0,,,,,,4921.322410833333
11636,2014-11-18,24.0,,,,,0.0,,,,,,4850.4508891666665
11637,2014-11-19,24.0,,,,,0.0,,,,,,4851.877472291667
11638,2014-11-20,24.0,,,,,0.0,,,,,,4885.665191666667
11639,2014-11-21,24.0,,,,,0.0,,,,,,5347.847030625
11640,2014-11-22,24.0,,,,,0.0,,,,,,5469.155182083334
11641,2014-11-23,24.0,,,,,0.0,,,,,,5553.979568125
11642,2014-11-24,9.10833,,,,,0.0,,,,,,2097.5086795833336
11643,2014-11-25,0.0,,,,,0.0,,,,,,0.09350958333333333
11644,2014-11-26,0.0,,,,,0.0,,,,,,0.0
11645,2014-11-27,0.0,,,,,0.0,,,,,,0.0
11646,2014-11-28,11.44167,,,,,0.0,,,,,,2627.097789791667
11647,2014-11-29,24.0,,,,,0.0,,,,,,3998.1087227083335
11648,2014-11-30,23.33333,,,,,0.0,,,,,,5322.224472083333
11649,2014-12-01,24.0,,,,,0.0,,,,,,5655.653709583334
11650,2014-12-02,24.0,,,,,0.0,,,,,,5746.301376875
11651,2014-12-03,24.0,,,,,0.0,,,,,,5743.329498125
11652,2014-12-04,22.16666,,,,,0.0,,,,,,5125.241031458333
11653,2014-12-05,24.0,,,,,0.0,,,,,,5768.841430833333
11654,2014-12-06,24.0,,,,,0.0,,,,,,5803.538971041667
11655,2014-12-07,24.0,,,,,0.0,,,,,,5744.285255416667
11656,2014-12-08,24.0,,,,,0.0,,,,,,5733.499725
11657,2014-12-09,24.0,,,,,0.0,,,,,,5788.0499875
11658,2014-12-10,22.5,,,,,0.0,,,,,,5322.027415416666
11659,2014-12-11,24.0,,,,,0.0,,,,,,4402.0080675
11660,2014-12-12,24.0,,,,,0.0,,,,,,4138.0
11661,2014-12-13,7.39167,,,,,0.0,,,,,,1700.0
11662,2014-12-14,0.0,,,,,0.0,,,,,,0.0
11663,2014-12-15,0.0,,,,,0.0,,,,,,0.0
11664,2014-12-16,0.0,,,,,0.0,,,,,,0.0
11665,2014-12-17,0.0,,,,,0.0,,,,,,0.0
11666,2014-12-18,0.0,,,,,0.0,,,,,,0.13482541666666667
11667,2014-12-19,0.0,,,,,0.0,,,,,,0.0
11668,2014-12-20,0.0,,,,,0.0,,,,,,0.08910395833333333
11669,2014-12-21,0.0,,,,,0.0,,,,,,0.231283125
11670,2014-12-22,0.0,,,,,0.0,,,,,,0.0
11671,2014-12-23,0.0,,,,,0.0,,,,,,0.0
11672,2014-12-24,0.0,,,,,0.0,,,,,,0.0
11673,2014-12-25,0.0,,,,,0.0,,,,,,0.0
11674,2014-12-26,0.0,,,,,0.0,,,,,,0.0
11675,2014-12-27,0.0,,,,,0.0,,,,,,0.0
11676,2014-12-28,0.0,,,,,0.0,,,,,,0.0
11677,2014-12-29,0.0,,,,,0.0,,,,,,0.0
11678,2014-12-30,0.0,,,,,0.0,,,,,,0.0
11679,2014-12-31,0.0,,,,,0.0,,,,,,0.0
11680,2015-01-01,9.5,,,,,0.0,,,,,,914.0
11681,2015-01-02,24.0,,,,,0.0,,,,,,2647.0
11682,2015-01-03,24.0,,,,,0.0,,,,,,2938.0
11683,2015-01-04,24.0,,,,,0.0,,,,,,2881.1644060416666
11684,2015-01-05,24.0,,,,,0.0,,,,,,2888.695907916667
11685,2015-01-06,24.0,,,,,0.0,,,,,,2920.8806379166667
11686,2015-01-07,24.0,,,,,0.0,,,,,,2953.7164414583335
11687,2015-01-08,24.0,,,,,0.0,,,,,,3012.112766458333
11688,2015-01-09,17.0,,,,,0.0,,,,,,2213.989577916667
11689,2015-01-10,19.5,,,,,0.0,,,,,,2713.4905635416667
11690,2015-01-11,24.0,,,,,0.0,,,,,,2958.5706941666667
11691,2015-01-12,24.0,,,,,0.0,,,,,,2798.226455625
11692,2015-01-13,24.0,,,,,0.0,,,,,,2735.0161625
11693,2015-01-14,24.0,,,,,0.0,,,,,,2549.2786979166667
11694,2015-01-15,24.0,,,,,0.0,,,,,,2877.9776197916667
11695,2015-01-16,24.0,,,,,0.0,,,,,,2674.06008
11696,2015-01-17,24.0,,,,,0.0,,,,,,2470.02795
11697,2015-01-18,24.0,,,,,0.0,,,,,,2470.02795
11698,2015-01-19,24.0,,,,,0.0,,,,,,2470.02795
11699,2015-01-20,13.39167,,,,,0.0,,,,,,1484.0
11700,2015-01-21,17.60833,,,,,0.0,,,,,,2145.0
11701,2015-01-22,24.0,,,,,0.0,,,,,,2833.0
11702,2015-01-23,24.0,,,,,0.0,,,,,,2771.2271804166667
11703,2015-01-24,24.0,,,,,0.0,,,,,,2859.0
11704,2015-01-25,24.0,,,,,0.0,,,,,,2754.0
11705,2015-01-26,19.0,,,,,0.0,,,,,,2156.0
11706,2015-01-27,14.44167,,,,,0.0,,,,,,2199.1227185416665
11707,2015-01-28,24.0,,,,,0.0,,,,,,3725.12359625
11708,2015-01-29,24.0,,,,,0.0,,,,,,3385.9542960416666
11709,2015-01-30,24.0,,,,,0.0,,,,,,3101.6636391666666
11710,2015-01-31,13.44167,,,,,0.0,,,,,,1660.5439185416667
11711,2015-02-01,19.725,,,,,0.0,,,,,,2758.3414566666665
11712,2015-02-02,24.0,,,,,0.0,,,,,,2545.5901183333335
11713,2015-02-03,13.44167,,,,,0.0,,,,,,1378.962236875
11714,2015-02-04,0.0,,,,,0.0,,,,,,0.0
11715,2015-02-05,1.225,,,,,0.0,,,,,,233.41745
11716,2015-02-06,24.0,,,,,0.0,,,,,,5364.646789375
11717,2015-02-07,24.0,,,,,0.0,,,,,,6191.624069583333
11718,2015-02-08,17.44167,,,,,0.0,,,,,,4218.669563125
11719,2015-02-09,21.05833,,,,,0.0,,,,,,4956.80607375
11720,2015-02-10,24.0,,,,,0.0,,,,,,7039.8900604166665
11721,2015-02-11,24.0,,,,,0.0,,,,,,6821.052276875
11722,2015-02-12,24.0,,,,,0.0,,,,,,6684.80180375
11723,2015-02-13,24.0,,,,,0.0,,,,,,6616.138824583333
11724,2015-02-14,24.0,,,,,0.0,,,,,,6653.039916458333
11725,2015-02-15,24.0,,,,,0.0,,,,,,6537.8814472916665
11726,2015-02-16,24.0,,,,,0.0,,,,,,6588.650695416667
11727,2015-02-17,24.0,,,,,0.0,,,,,,6567.9
11728,2015-02-18,24.0,,,,,0.0,,,,,,4115.616882083334
11729,2015-02-19,24.0,,,,,0.0,,,,,,4218.667327916667
11730,2015-02-20,15.5,,,,,0.0,,,,,,2722.2101647916666
11731,2015-02-21,24.0,,,,,0.0,,,,,,4325.152352083333
11732,2015-02-22,24.0,,,,,0.0,,,,,,4282.7848275
11733,2015-02-23,24.0,,,,,0.0,,,,,,4277.188972291667
11734,2015-02-24,24.0,,,,,0.0,,,,,,4314.2745975
11735,2015-02-25,24.0,,,,,0.0,,,,,,4267.1591575
11736,2015-02-26,20.49167,,,,,0.0,,,,,,3636.540249583333
11737,2015-02-27,24.0,,,,,0.0,,,,,,4391.984901458333
11738,2015-02-28,24.0,,,,,0.0,,,,,,4667.892272083333
11739,2015-03-01,24.0,,,,,0.0,,,,,,4672.090712916666
11740,2015-03-02,24.0,,,,,0.0,,,,,,4667.602074166667
11741,2015-03-03,24.0,,,,,0.0,,,,,,4592.0
11742,2015-03-04,24.0,,,,,0.0,,,,,,4637.0
11743,2015-03-05,24.0,,,,,0.0,,,,,,4637.0
11744,2015-03-06,24.0,,,,,0.0,,,,,,4816.912475833334
11745,2015-03-07,24.0,,,,,0.0,,,,,,4820.9875108333335
11746,2015-03-08,24.0,,,,,0.0,,,,,,4806.0
11747,2015-03-09,24.0,,,,,0.0,,,,,,4812.647460416667
11748,2015-03-10,24.0,,,,,0.0,,,,,,4870.515434166667
11749,2015-03-11,24.0,,,,,0.0,,,,,,4298.654624791667
11750,2015-03-12,24.0,,,,,0.0,,,,,,3831.3780725
11751,2015-03-13,24.0,,,,,0.0,,,,,,4310.348906875
11752,2015-03-14,24.0,,,,,0.0,,,,,,4329.46305
11753,2015-03-15,24.0,,,,,0.0,,,,,,4412.931388541667
11754,2015-03-16,24.0,,,,,0.0,,,,,,4391.659828125
11755,2015-03-17,24.0,,,,,0.0,,,,,,4274.420371666667
11756,2015-03-18,24.0,,,,,0.0,,,,,,4320.321372708333
11757,2015-03-19,24.0,,,,,0.0,,,,,,4414.29325875
11758,2015-03-20,24.0,,,,,0.0,,,,,,4151.5768966666665
11759,2015-03-21,24.0,,,,,0.0,,,,,,4178.375580208333
11760,2015-03-22,24.0,,,,,0.0,,,,,,4150.311157916667
11761,2015-03-23,24.0,,,,,0.0,,,,,,4210.875113958334
11762,2015-03-24,24.0,,,,,0.0,,,,,,4183.672035
11763,2015-03-25,24.0,,,,,0.0,,,,,,4126.287834583333
11764,2015-03-26,24.0,,,,,0.0,,,,,,4403.48751875
11765,2015-03-27,24.0,,,,,0.0,,,,,,4413.870460416667
11766,2015-03-28,24.0,,,,,0.0,,,,,,4431.250938958333
11767,2015-03-29,24.0,,,,,0.0,,,,,,4176.919906086957
11768,2015-03-30,24.0,,,,,0.0,,,,,,4349.461646666667
11769,2015-03-31,24.0,,,,,0.0,,,,,,4362.488158958334
11770,2015-04-01,24.0,,,,,0.0,,,,,,4172.357345833333
11771,2015-04-02,24.0,,,,,0.0,,,,,,4064.97957625
11772,2015-04-03,24.0,,,,,0.0,,,,,,4101.171653125
11773,2015-04-04,24.0,,,,,0.0,,,,,,4041.2859877083333
11774,2015-04-05,24.0,,,,,0.0,,,,,,4089.914207916667
11775,2015-04-06,11.66667,,,,,0.0,,,,,,1998.6280364583333
11776,2015-04-07,24.0,,,,,0.0,,,,,,4290.370460833334
11777,2015-04-08,24.0,,,,,0.0,,,,,,4306.1158060416665
11778,2015-04-09,24.0,,,,,0.0,,,,,,4269.15856125
11779,2015-04-10,24.0,,,,,0.0,,,,,,3383.150455
11780,2015-04-11,24.0,,,,,0.0,,,,,,4560.60926125
11781,2015-04-12,24.0,,,,,0.0,,,,,,5997.076449791667
11782,2015-04-13,24.0,,,,,0.0,,,,,,8022.717163333334
11783,2015-04-14,24.0,,,,,0.0,,,,,,7457.0
11784,2015-04-15,24.0,,,,,0.0,,,,,,7010.0
11785,2015-04-16,24.0,,,,,0.0,,,,,,5541.0
11786,2015-04-17,24.0,,,,,0.0,,,,,,7045.0
11787,2015-04-18,24.0,,,,,0.0,,,,,,6970.0
11788,2015-04-19,24.0,,,,,0.0,,,,,,4429.0
11789,2015-04-20,24.0,,,,,0.0,,,,,,4395.0
11790,2015-04-21,24.0,,,,,0.0,,,,,,4351.810889791666
11791,2015-04-22,24.0,,,,,0.0,,,,,,4461.442825625
11792,2015-04-23,24.0,,,,,0.0,,,,,,4463.624168541666
11793,2015-04-24,24.0,,,,,0.0,,,,,,4332.474494791667
11794,2015-04-25,24.0,,,,,0.0,,,,,,4288.4203875
11795,2015-04-26,24.0,,,,,0.0,,,,,,4319.3129885416665
11796,2015-04-27,24.0,,,,,0.0,,,,,,4357.499405416666
11797,2015-04-28,24.0,,,,,0.0,,,,,,4302.16630625
11798,2015-04-29,24.0,,,,,0.0,,,,,,4317.060234166666
11799,2015-04-30,24.0,,,,,0.0,,,,,,4344.73741125
11800,2015-05-01,24.0,,,,,0.0,,,,,,4349.889412083333
11801,2015-05-02,24.0,,,,,0.0,,,,,,4324.924659583334
11802,2015-05-03,24.0,,,,,0.0,,,,,,4364.0195091666665
11803,2015-05-04,24.0,,,,,0.0,,,,,,4341.9
11804,2015-05-05,24.0,,,,,0.0,,,,,,4280.517616041667
11805,2015-05-06,24.0,,,,,0.0,,,,,,4273.627715625
11806,2015-05-07,24.0,,,,,0.0,,,,,,4238.3861845833335
11807,2015-05-08,24.0,,,,,0.0,,,,,,4228.97113875
11808,2015-05-09,24.0,,,,,0.0,,,,,,4289.73516875
11809,2015-05-10,24.0,,,,,0.0,,,,,,4282.433417708334
11810,2015-05-11,24.0,,,,,0.0,,,,,,4191.627212708333
11811,2015-05-12,24.0,,,,,0.0,,,,,,4168.458535
11812,2015-05-13,24.0,,,,,0.0,,,,,,4144.423179583333
11813,2015-05-14,24.0,,,,,0.0,,,,,,4172.920845
11814,2015-05-15,24.0,,,,,0.0,,,,,,4139.278213541666
11815,2015-05-16,24.0,,,,,0.0,,,,,,4131.150047083333
11816,2015-05-17,24.0,,,,,0.0,,,,,,4067.4187845833335
11817,2015-05-18,24.0,,,,,0.0,,,,,,4015.0007327083335
11818,2015-05-19,24.0,,,,,0.0,,,,,,3974.255111875
11819,2015-05-20,24.0,,,,,0.0,,,,,,3953.138984375
11820,2015-05-21,24.0,,,,,0.0,,,,,,4006.435546458333
11821,2015-05-22,24.0,,,,,0.0,,,,,,4087.0110327083335
11822,2015-05-23,24.0,,,,,0.0,,,,,,3990.9203191666666
11823,2015-05-24,24.0,,,,,0.0,,,,,,4064.388274791667
11824,2015-05-25,24.0,,,,,0.0,,,,,,4062.335938125
11825,2015-05-26,24.0,,,,,0.0,,,,,,4100.0
11826,2015-05-27,24.0,,,,,0.0,,,,,,4055.0
11827,2015-05-28,24.0,,,,,0.0,,,,,,4055.0
11828,2015-05-29,24.0,,,,,0.0,,,,,,4076.0
11829,2015-05-30,24.0,,,,,0.0,,,,,,4091.0
11830,2015-05-31,24.0,,,,,0.0,,,,,,4128.0
11831,2015-06-01,24.0,,,,,0.0,,,,,,4171.0
11832,2015-06-02,24.0,,,,,0.0,,,,,,4085.9754260416667
11833,2015-06-03,24.0,,,,,0.0,,,,,,3960.956870833333
11834,2015-06-04,24.0,,,,,0.0,,,,,,4063.4421466666668
11835,2015-06-05,24.0,,,,,0.0,,,,,,4618.615119583334
11836,2015-06-06,24.0,,,,,0.0,,,,,,4669.938590833333
11837,2015-06-07,21.45,,,,,0.0,,,,,,3651.4837033333333
11838,2015-06-08,24.0,,,,,0.0,,,,,,4493.2127825
11839,2015-06-09,24.0,,,,,0.0,,,,,,4550.238151041666
11840,2015-06-10,24.0,,,,,0.0,,,,,,4521.8470145833335
11841,2015-06-11,24.0,,,,,0.0,,,,,,4546.0638195833335
11842,2015-06-12,24.0,,,,,0.0,,,,,,4630.45793875
11843,2015-06-13,24.0,,,,,0.0,,,,,,3656.1432952083333
11844,2015-06-14,24.0,,,,,0.0,,,,,,4446.537338125
11845,2015-06-15,24.0,,,,,0.0,,,,,,4522.339324375
11846,2015-06-16,24.0,,,,,0.0,,,,,,4484.0
11847,2015-06-17,24.0,,,,,0.0,,,,,,4479.0
11848,2015-06-18,24.0,,,,,0.0,,,,,,5115.0
11849,2015-06-19,24.0,,,,,0.0,,,,,,7084.757705625
11850,2015-06-20,24.0,,,,,0.0,,,,,,7227.002761875
11851,2015-06-21,24.0,,,,,0.0,,,,,,7052.871910625
11852,2015-06-22,24.0,,,,,0.0,,,,,,7156.365799375
11853,2015-06-23,24.0,,,,,0.0,,,,,,7217.0
11854,2015-06-24,24.0,,,,,0.0,,,,,,7138.239944791667
11855,2015-06-25,24.0,,,,,0.0,,,,,,7219.078322916666
11856,2015-06-26,24.0,,,,,0.0,,,,,,7336.0
11857,2015-06-27,24.0,,,,,0.0,,,,,,6766.0
11858,2015-06-28,24.0,,,,,0.0,,,,,,6143.0
11859,2015-06-29,24.0,,,,,0.0,,,,,,6136.356025625
11860,2015-06-30,24.0,,,,,0.0,,,,,,6140.163383541667
11861,2015-07-01,24.0,,,,,0.0,,,,,,6159.946373333333
11862,2015-07-02,24.0,,,,,0.0,,,,,,6194.410186041667
11863,2015-07-03,19.675,,,,,0.0,,,,,,4610.016998125
11864,2015-07-04,24.0,,,,,0.0,,,,,,5828.424987291667
11865,2015-07-05,24.0,,,,,0.0,,,,,,5792.792740208333
11866,2015-07-06,24.0,,,,,0.0,,,,,,5772.384605416667
11867,2015-07-07,24.0,,,,,0.0,,,,,,5783.0
11868,2015-07-08,24.0,,,,,0.0,,,,,,5942.0
11869,2015-07-09,24.0,,,,,0.0,,,,,,5858.0
11870,2015-07-10,24.0,,,,,0.0,,,,,,5904.0
11871,2015-07-11,24.0,,,,,0.0,,,,,,5852.912170416666
11872,2015-07-12,24.0,,,,,0.0,,,,,,5834.0
11873,2015-07-13,24.0,,,,,0.0,,,,,,5902.0
11874,2015-07-14,24.0,,,,,0.0,,,,,,5391.700836666667
11875,2015-07-15,24.0,,,,,0.0,,,,,,4481.452086666666
11876,2015-07-16,24.0,,,,,0.0,,,,,,4461.497405625
11877,2015-07-17,24.0,,,,,0.0,,,,,,4441.218887083333
11878,2015-07-18,24.0,,,,,0.0,,,,,,4511.239188958333
11879,2015-07-19,24.0,,,,,0.0,,,,,,4672.708030833333
11880,2015-07-20,24.0,,,,,0.0,,,,,,4636.639824375
11881,2015-07-21,24.0,,,,,0.0,,,,,,4706.216857916666
11882,2015-07-22,24.0,,,,,0.0,,,,,,4411.223480208333
11883,2015-07-23,24.0,,,,,0.0,,,,,,4392.459343125
11884,2015-07-24,24.0,,,,,0.0,,,,,,4346.144065625
11885,2015-07-25,24.0,,,,,0.0,,,,,,4376.9252470833335
11886,2015-07-26,24.0,,,,,0.0,,,,,,4396.587005208334
11887,2015-07-27,24.0,,,,,0.0,,,,,,4416.957572916666
