,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
12820,2009-01-05,24.0,,,,,0.0,,,,,,8865.8
12821,2009-01-06,17.16666,,,,,0.0,,,,,,6014.8
12822,2009-01-07,24.0,,,,,0.0,,,,,,7930.165290416667
12823,2009-01-08,24.0,,,,,0.0,,,,,,8759.5
12824,2009-01-09,24.0,,,,,0.0,,,,,,8656.6
12825,2009-01-10,24.0,,,,,0.0,,,,,,8727.4
12826,2009-01-11,24.0,,,,,0.0,,,,,,8435.8
12827,2009-01-12,23.83333,,,,,0.0,,,,,,8358.25
12828,2009-01-13,24.0,,,,,0.0,,,,,,8869.0
12829,2009-01-14,24.0,,,,,0.0,,,,,,8736.0
12830,2009-01-15,24.0,,,,,0.0,,,,,,8762.0
12831,2009-01-16,24.0,,,,,0.0,,,,,,8731.0
12832,2009-01-17,24.0,,,,,0.0,,,,,,8838.0
12833,2009-01-18,24.0,,,,,0.0,,,,,,8702.0
12834,2009-01-19,24.0,,,,,0.0,,,,,,8837.0
12835,2009-01-20,24.0,,,,,0.0,,,,,,8835.0
12836,2009-01-21,22.175,,,,,0.0,,,,,,8561.0
12837,2009-01-22,19.99166,,,,,0.0,,,,,,8778.0
12838,2009-01-23,24.0,,,,,0.0,,,,,,8319.2
12839,2009-01-24,24.0,,,,,0.0,,,,,,8721.4
12840,2009-01-25,24.0,,,,,0.0,,,,,,8661.3
12841,2009-01-26,24.0,,,,,0.0,,,,,,8774.0
12842,2009-01-27,24.0,,,,,0.0,,,,,,8800.0
12843,2009-01-28,13.75833,,,,,0.0,,,,,,5195.0
12844,2009-01-29,10.15833,,,,,0.0,,,,,,3681.0
12845,2009-01-30,24.0,,,,,0.0,,,,,,8642.0
12846,2009-01-31,24.0,,,,,0.0,,,,,,8466.0
12847,2009-02-01,16.0,,,,,0.0,,,,,,5688.0
12848,2009-02-02,24.0,,,,,0.0,,,,,,8213.0
12849,2009-02-03,24.0,,,,,0.0,,,,,,8703.3
12850,2009-02-04,8.83333,,,,,0.0,,,,,,3184.6
12851,2009-02-05,21.91666,,,,,0.0,,,,,,7658.3
12852,2009-02-06,24.0,,,,,0.0,,,,,,8511.5
12853,2009-02-07,24.0,,,,,0.0,,,,,,8589.1
12854,2009-02-08,24.0,,,,,0.0,,,,,,8567.5
12855,2009-02-09,24.0,,,,,0.0,,,,,,6879.0
12856,2009-02-10,24.0,,,,,0.0,,,,,,8607.762442916666
12857,2009-02-11,24.0,,,,,0.0,,,,,,8278.7
12858,2009-02-12,24.0,,,,,0.0,,,,,,8436.0
12859,2009-02-13,18.33333,,,,,0.0,,,,,,6894.0
12860,2009-02-14,24.0,,,,,0.0,,,,,,8396.1
12861,2009-02-15,24.0,,,,,0.0,,,,,,8455.0
12862,2009-02-16,20.66667,,,,,0.0,,,,,,7746.2
12863,2009-02-17,24.0,,,,,0.0,,,,,,8461.8
12864,2009-02-18,24.0,,,,,0.0,,,,,,8101.9
12865,2009-02-19,24.0,,,,,0.0,,,,,,8339.4
12866,2009-02-20,24.0,,,,,0.0,,,,,,8687.0
12867,2009-02-21,24.0,,,,,0.0,,,,,,8574.0
12868,2009-02-22,24.0,,,,,0.0,,,,,,8738.750717083334
12869,2009-02-23,24.0,,,,,0.0,,,,,,8739.1
12870,2009-02-24,22.0,,,,,0.0,,,,,,8090.0
12871,2009-02-25,24.0,,,,,0.0,,,,,,8905.0
12872,2009-02-26,24.0,,,,,0.0,,,,,,8850.0
12873,2009-02-27,24.0,,,,,0.0,,,,,,8934.0
12874,2009-02-28,24.0,,,,,0.0,,,,,,8873.0
12875,2009-03-01,24.0,,,,,0.0,,,,,,8904.0
12876,2009-03-02,24.0,,,,,0.0,,,,,,8910.0
12877,2009-03-03,24.0,,,,,0.0,,,,,,8551.7
12878,2009-03-04,20.75,,,,,0.0,,,,,,8359.0
12879,2009-03-05,13.25,,,,,0.0,,,,,,5191.35
12880,2009-03-06,19.025,,,,,0.0,,,,,,7355.0
12881,2009-03-07,17.975,,,,,0.0,,,,,,7542.0
12882,2009-03-08,24.0,,,,,0.0,,,,,,10013.6
12883,2009-03-09,18.525,,,,,0.0,,,,,,6777.0
12884,2009-03-10,0.0,,,,,0.0,,,,,,
12885,2009-03-11,0.0,,,,,0.0,,,,,,
12886,2009-03-12,0.0,,,,,0.0,,,,,,
12887,2009-03-13,0.0,,,,,0.0,,,,,,
12888,2009-03-14,0.0,,,,,0.0,,,,,,
12889,2009-03-15,0.0,,,,,0.0,,,,,,
12890,2009-03-16,0.0,,,,,0.0,,,,,,
12891,2009-03-17,0.0,,,,,0.0,,,,,,
12892,2009-03-18,0.0,,,,,0.0,,,,,,
12893,2009-03-19,0.0,,,,,0.0,,,,,,
12894,2009-03-20,0.0,,,,,0.0,,,,,,
12895,2009-03-21,0.0,,,,,0.0,,,,,,
12896,2009-03-22,0.0,,,,,0.0,,,,,,
12897,2009-03-23,0.0,,,,,0.0,,,,,,
12898,2009-03-24,0.0,,,,,0.0,,,,,,
12899,2009-03-25,0.0,,,,,0.0,,,,,,
12900,2009-03-26,0.0,,,,,0.0,,,,,,
12901,2009-03-27,0.0,,,,,0.0,,,,,,
12902,2009-03-28,8.05833,,,,,0.0,,,,,,3187.0
12903,2009-03-29,6.35834,,,,,0.0,,,,,,2809.0
12904,2009-03-30,0.64167,,,,,0.0,,,,,,255.0
12905,2009-03-31,24.0,,,,,0.0,,,,,,3819.7
12906,2009-04-01,24.0,,,,,0.0,,,,,,4708.3
12907,2009-04-02,24.0,,,,,0.0,,,,,,4567.45
12908,2009-04-03,24.0,,,,,0.0,,,,,,4476.95
12909,2009-04-04,24.0,,,,,0.0,,,,,,4716.8
12910,2009-04-05,22.525,,,,,0.0,,,,,,4045.6
12911,2009-04-06,0.0,,,,,0.0,,,,,,
12912,2009-04-07,0.0,,,,,0.0,,,,,,0.0
12913,2009-04-08,9.525,,,,,0.0,,,,,,1815.0
12914,2009-04-09,16.33333,,,,,0.0,,,,,,2981.0
12915,2009-04-10,0.30833,,,,,0.0,,,,,,264.64778
12916,2009-04-11,0.0,,,,,0.0,,,,,,
12917,2009-04-12,12.85833,,,,,0.0,,,,,,2659.0
12918,2009-04-13,24.0,,,,,0.0,,,,,,4553.0
12919,2009-04-14,24.0,,,,,0.0,,,,,,3646.5
12920,2009-04-15,3.975,,,,,0.0,,,,,,699.5
12921,2009-04-16,20.52501,,,,,0.0,,,,,,3204.1
12922,2009-04-17,24.0,,,,,0.0,,,,,,4560.0
12923,2009-04-18,13.14166,,,,,0.0,,,,,,2450.0
12924,2009-04-19,6.025,,,,,0.0,,,,,,1238.0
12925,2009-04-20,24.0,,,,,0.0,,,,,,4350.7
12926,2009-04-21,24.0,,,,,0.0,,,,,,4405.0
12927,2009-04-22,18.33334,,,,,0.0,,,,,,3261.0
12928,2009-04-23,24.0,,,,,0.0,,,,,,4269.0
12929,2009-04-24,24.0,,,,,0.0,,,,,,4459.0
12930,2009-04-25,24.0,,,,,0.0,,,,,,4454.0
12931,2009-04-26,24.0,,,,,0.0,,,,,,4411.0
12932,2009-04-27,24.0,,,,,0.0,,,,,,5267.0
12933,2009-04-28,24.0,,,,,0.0,,,,,,6018.0
12934,2009-04-29,24.0,,,,,0.0,,,,,,6307.7
12935,2009-04-30,24.0,,,,,0.0,,,,,,7030.3
12936,2009-05-01,24.0,,,,,0.0,,,,,,7004.9
12937,2009-05-02,24.0,,,,,0.0,,,,,,6995.4
12938,2009-05-03,24.0,,,,,0.0,,,,,,6921.9
12939,2009-05-04,5.975,,,,,0.0,,,,,,1611.4
12940,2009-05-05,8.02499,,,,,0.0,,,,,,2361.7984772916666
12941,2009-05-06,23.83333,,,,,0.0,,,,,,6361.7
12942,2009-05-07,21.16667,,,,,0.0,,,,,,6640.038636363636
12943,2009-05-08,24.0,,,,,0.0,,,,,,8009.937957916667
12944,2009-05-09,24.0,,,,,0.0,,,,,,7958.0
12945,2009-05-10,24.0,,,,,0.0,,,,,,7912.869018958333
12946,2009-05-11,24.0,,,,,0.0,,,,,,7937.9603577083335
12947,2009-05-12,24.0,,,,,0.0,,,,,,8288.2
12948,2009-05-13,24.0,,,,,0.0,,,,,,8231.0
12949,2009-05-14,24.0,,,,,0.0,,,,,,8454.31
12950,2009-05-15,24.0,,,,,0.0,,,,,,8366.84
12951,2009-05-16,24.0,,,,,0.0,,,,,,8405.18
12952,2009-05-17,24.0,,,,,0.0,,,,,,8382.61
12953,2009-05-18,24.0,,,,,0.0,,,,,,8436.97
12954,2009-05-19,24.0,,,,,0.0,,,,,,8032.0
12955,2009-05-20,24.0,,,,,0.0,,,,,,8512.0
12956,2009-05-21,24.0,,,,,0.0,,,,,,8517.0
12957,2009-05-22,24.0,,,,,0.0,,,,,,8711.0
12958,2009-05-23,24.0,,,,,0.0,,,,,,8597.0
12959,2009-05-24,24.0,,,,,0.0,,,,,,8539.0
12960,2009-05-25,24.0,,,,,0.0,,,,,,8592.0
12961,2009-05-26,24.0,,,,,0.0,,,,,,8569.5
12962,2009-05-27,24.0,,,,,0.0,,,,,,8520.0
12963,2009-05-28,24.0,,,,,0.0,,,,,,8575.0
12964,2009-05-29,24.0,,,,,0.0,,,,,,6975.0
12965,2009-05-30,24.0,,,,,0.0,,,,,,6078.0
12966,2009-05-31,24.0,,,,,0.0,,,,,,5836.0
12967,2009-06-01,23.66667,,,,,0.0,,,,,,6102.0
12968,2009-06-02,24.0,,,,,0.0,,,,,,6432.0
12969,2009-06-03,24.0,,,,,0.0,,,,,,4589.356613541667
12970,2009-06-04,24.0,,,,,0.0,,,,,,4367.0
12971,2009-06-05,24.0,,,,,0.0,,,,,,4307.0
12972,2009-06-06,18.48333,,,,,0.0,,,,,,3264.9
12973,2009-06-07,24.0,,,,,0.0,,,,,,4400.0
12974,2009-06-08,24.0,,,,,0.0,,,,,,4312.0
12975,2009-06-09,24.0,,,,,0.0,,,,,,3937.2
12976,2009-06-10,24.0,,,,,0.0,,,,,,3817.6
12977,2009-06-11,20.83333,,,,,0.0,,,,,,3324.6
12978,2009-06-12,24.0,,,,,0.0,,,,,,4043.0
12979,2009-06-13,21.33333,,,,,0.0,,,,,,3446.9
12980,2009-06-14,13.05833,,,,,0.0,,,,,,1399.8
12981,2009-06-15,17.35833,,,,,0.0,,,,,,2759.6
12982,2009-06-16,24.0,,,,,0.0,,,,,,4261.0
12983,2009-06-17,24.0,,,,,0.0,,,,,,4284.0
12984,2009-06-18,24.0,,,,,0.0,,,,,,4614.816108541667
12985,2009-06-19,24.0,,,,,0.0,,,,,,4746.852005208333
12986,2009-06-20,24.0,,,,,0.0,,,,,,4681.608070416667
12987,2009-06-21,24.0,,,,,0.0,,,,,,4750.8198625
12988,2009-06-22,24.0,,,,,0.0,,,,,,4560.581962916666
12989,2009-06-23,24.0,,,,,0.0,,,,,,4765.3
12990,2009-06-24,24.0,,,,,0.0,,,,,,4801.5
12991,2009-06-25,24.0,,,,,0.0,,,,,,4801.8
12992,2009-06-26,24.0,,,,,0.0,,,,,,4210.0
12993,2009-06-27,24.0,,,,,0.0,,,,,,5177.6
12994,2009-06-28,24.0,,,,,0.0,,,,,,5637.3
12995,2009-06-29,24.0,,,,,0.0,,,,,,5354.0
12996,2009-06-30,24.0,,,,,0.0,,,,,,6054.070648125
12997,2009-07-01,24.0,,,,,0.0,,,,,,6158.0
12998,2009-07-02,24.0,,,,,0.0,,,,,,6183.0
12999,2009-07-03,24.0,,,,,0.0,,,,,,6179.79
13000,2009-07-04,24.0,,,,,0.0,,,,,,6213.0
13001,2009-07-05,24.0,,,,,0.0,,,,,,6219.8
13002,2009-07-06,24.0,,,,,0.0,,,,,,5656.5
13003,2009-07-07,24.0,,,,,0.0,,,,,,5832.0
13004,2009-07-08,24.0,,,,,0.0,,,,,,5871.0
13005,2009-07-09,24.0,,,,,0.0,,,,,,5882.0
13006,2009-07-10,24.0,,,,,0.0,,,,,,5926.0
13007,2009-07-11,24.0,,,,,0.0,,,,,,5438.0
13008,2009-07-12,24.0,,,,,0.0,,,,,,5053.0
13009,2009-07-13,24.0,,,,,0.0,,,,,,5063.0
13010,2009-07-14,24.0,,,,,0.0,,,,,,4995.0
13011,2009-07-15,24.0,,,,,0.0,,,,,,4906.0
13012,2009-07-16,21.5,,,,,0.0,,,,,,3942.0
13013,2009-07-17,24.0,,,,,0.0,,,,,,6697.7
13014,2009-07-18,24.0,,,,,0.0,,,,,,7696.4
13015,2009-07-19,17.33333,,,,,0.0,,,,,,5318.9
13016,2009-07-20,24.0,,,,,0.0,,,,,,8009.0
13017,2009-07-21,24.0,,,,,0.0,,,,,,8041.6
13018,2009-07-22,24.0,,,,,0.0,,,,,,8255.2
13019,2009-07-23,24.0,,,,,0.0,,,,,,8105.9
13020,2009-07-24,24.0,,,,,0.0,,,,,,8043.4
13021,2009-07-25,24.0,,,,,0.0,,,,,,8143.5
13022,2009-07-26,24.0,,,,,0.0,,,,,,8037.6
13023,2009-07-27,24.0,,,,,0.0,,,,,,8061.4
13024,2009-07-28,24.0,,,,,0.0,,,,,,7913.0
13025,2009-07-29,24.0,,,,,0.0,,,,,,7891.126125416667
13026,2009-07-30,24.0,,,,,0.0,,,,,,7860.917346041667
13027,2009-07-31,24.0,,,,,0.0,,,,,,7853.285216666667
13028,2009-08-01,24.0,,,,,0.0,,,,,,6452.0
13029,2009-08-02,24.0,,,,,0.0,,,,,,8495.4718725
13030,2009-08-03,24.0,,,,,0.0,,,,,,6745.5
13031,2009-08-04,24.0,,,,,0.0,,,,,,4419.0
13032,2009-08-05,24.0,,,,,0.0,,,,,,4679.15
13033,2009-08-06,24.0,,,,,0.0,,,,,,5373.8
13034,2009-08-07,22.90833,,,,,0.0,,,,,,4742.0
13035,2009-08-08,8.25834,,,,,0.0,,,,,,1366.0
13036,2009-08-09,24.0,,,,,0.0,,,,,,5355.0
13037,2009-08-10,24.0,,,,,0.0,,,,,,4734.0
13038,2009-08-11,24.0,,,,,0.0,,,,,,4743.0
13039,2009-08-12,24.0,,,,,0.0,,,,,,5141.73810625
13040,2009-08-13,24.0,,,,,0.0,,,,,,5147.0
13041,2009-08-14,24.0,,,,,0.0,,,,,,4767.0
13042,2009-08-15,24.0,,,,,0.0,,,,,,5866.0
13043,2009-08-16,24.0,,,,,0.0,,,,,,8189.0
13044,2009-08-17,24.0,,,,,0.0,,,,,,8195.0
13045,2009-08-18,24.0,,,,,0.0,,,,,,8158.0
13046,2009-08-19,24.0,,,,,0.0,,,,,,8125.0
13047,2009-08-20,24.0,,,,,0.0,,,,,,8187.0
13048,2009-08-21,24.0,,,,,0.0,,,,,,8129.0
13049,2009-08-22,24.0,,,,,0.0,,,,,,7839.0
13050,2009-08-23,24.0,,,,,0.0,,,,,,8284.0
13051,2009-08-24,24.0,,,,,0.0,,,,,,8037.0
13052,2009-08-25,24.0,,,,,0.0,,,,,,8392.0
13053,2009-08-26,13.99166,,,,,0.0,,,,,,4112.0
13054,2009-08-27,21.34167,,,,,0.0,,,,,,7333.0
13055,2009-08-28,24.0,,,,,0.0,,,,,,8180.0
13056,2009-08-29,24.0,,,,,0.0,,,,,,7727.0
13057,2009-08-30,24.0,,,,,0.0,,,,,,7482.0
13058,2009-08-31,13.32499,,,,,0.0,,,,,,4078.0
13059,2009-09-01,0.0,,,,,0.0,,,,,,
13060,2009-09-02,0.0,,,,,0.0,,,,,,
13061,2009-09-03,0.0,,,,,0.0,,,,,,
13062,2009-09-04,0.0,,,,,0.0,,,,,,
13063,2009-09-05,18.84167,,,,,0.0,,,,,,7720.3
13064,2009-09-06,24.0,,,,,0.0,,,,,,8239.43934625
13065,2009-09-07,24.0,,,,,0.0,,,,,,8118.3
13066,2009-09-08,24.0,,,,,0.0,,,,,,8628.269454583333
13067,2009-09-09,24.0,,,,,0.0,,,,,,8725.657760416667
13068,2009-09-10,24.0,,,,,0.0,,,,,,8453.0
13069,2009-09-11,24.0,,,,,0.0,,,,,,7108.748337083333
13070,2009-09-12,24.0,,,,,0.0,,,,,,8375.0
13071,2009-09-13,24.0,,,,,0.0,,,,,,7473.993927291666
13072,2009-09-14,24.0,,,,,0.0,,,,,,8041.641623958333
13073,2009-09-15,23.5,,,,,0.0,,,,,,7309.6
13074,2009-09-16,24.0,,,,,0.0,,,,,,8000.0
13075,2009-09-17,24.0,,,,,0.0,,,,,,7283.0
13076,2009-09-18,24.0,,,,,0.0,,,,,,8000.0
13077,2009-09-19,24.0,,,,,0.0,,,,,,8228.593201458334
13078,2009-09-20,24.0,,,,,0.0,,,,,,8218.961211666667
13079,2009-09-21,24.0,,,,,0.0,,,,,,7958.7
13080,2009-09-22,24.0,,,,,0.0,,,,,,7993.0
13081,2009-09-23,24.0,,,,,0.0,,,,,,8005.0
13082,2009-09-24,24.0,,,,,0.0,,,,,,8063.0
13083,2009-09-25,24.0,,,,,0.0,,,,,,8161.0
13084,2009-09-26,10.825,,,,,0.0,,,,,,3668.0
13085,2009-09-27,0.0,,,,,0.0,,,,,,
13086,2009-09-28,0.0,,,,,0.0,,,,,,
13087,2009-09-29,0.0,,,,,0.0,,,,,,
13088,2009-09-30,0.0,,,,,0.0,,,,,,
13089,2009-10-01,14.17501,,,,,0.0,,,,,,4026.0
13090,2009-10-02,24.0,,,,,0.0,,,,,,7845.0
13091,2009-10-03,24.0,,,,,0.0,,,,,,7753.0
13092,2009-10-04,24.0,,,,,0.0,,,,,,7770.0
13093,2009-10-05,23.16,,,,,0.0,,,,,,7440.0
13094,2009-10-06,24.0,,,,,0.0,,,,,,7143.961802291667
13095,2009-10-07,24.0,,,,,0.0,,,,,,7884.36181625
13096,2009-10-08,24.0,,,,,0.0,,,,,,7587.5826414583335
13097,2009-10-09,24.0,,,,,0.0,,,,,,7202.067748958333
13098,2009-10-10,24.0,,,,,0.0,,,,,,7085.269867083333
13099,2009-10-11,24.0,,,,,0.0,,,,,,7172.617049791666
13100,2009-10-12,24.0,,,,,0.0,,,,,,7124.515426458333
13101,2009-10-13,19.33333,,,,,0.0,,,,,,5422.67775475
13102,2009-10-14,24.0,,,,,0.0,,,,,,6000.44697625
13103,2009-10-15,18.5,,,,,0.0,,,,,,5888.367430263158
13104,2009-10-16,24.0,,,,,0.0,,,,,,5660.6652825
13105,2009-10-17,5.99166,,,,,0.0,,,,,,1399.0
13106,2009-10-18,7.175,,,,,0.0,,,,,,1510.0
13107,2009-10-19,24.0,,,,,0.0,,,,,,8297.130218333334
13108,2009-10-20,24.0,,,,,0.0,,,,,,6473.667007708334
13109,2009-10-21,24.0,,,,,0.0,,,,,,6876.721290416666
13110,2009-10-22,24.0,,,,,0.0,,,,,,7028.955521458333
13111,2009-10-23,24.0,,,,,0.0,,,,,,6582.44091
13112,2009-10-24,19.58334,,,,,0.0,,,,,,5729.909475121951
13113,2009-10-25,24.0,,,,,0.0,,,,,,6570.4
13114,2009-10-26,24.0,,,,,0.0,,,,,,6828.431869791667
13115,2009-10-27,24.0,,,,,0.0,,,,,,7054.315780625
13116,2009-10-28,24.0,,,,,0.0,,,,,,7051.6387175
13117,2009-10-29,22.33334,,,,,0.0,,,,,,6396.0
13118,2009-10-30,24.0,,,,,0.0,,,,,,7023.393051041667
13119,2009-10-31,24.0,,,,,0.0,,,,,,7018.692856041666
13120,2009-11-01,24.0,,,,,0.0,,,,,,6873.6895289583335
13121,2009-11-02,24.0,,,,,0.0,,,,,,6898.546020625
13122,2009-11-03,24.0,,,,,0.0,,,,,,6977.0
13123,2009-11-04,21.16666,,,,,0.0,,,,,,4964.0
13124,2009-11-05,24.0,,,,,0.0,,,,,,7042.0
13125,2009-11-06,24.0,,,,,0.0,,,,,,6694.0
13126,2009-11-07,24.0,,,,,0.0,,,,,,6702.0
13127,2009-11-08,24.0,,,,,0.0,,,,,,6807.0
13128,2009-11-09,21.66667,,,,,0.0,,,,,,6280.0
13129,2009-11-10,24.0,,,,,0.0,,,,,,6960.544864583333
13130,2009-11-11,24.0,,,,,0.0,,,,,,6856.146286041667
13131,2009-11-12,24.0,,,,,0.0,,,,,,6844.957352291667
13132,2009-11-13,24.0,,,,,0.0,,,,,,6857.715713541666
13133,2009-11-14,24.0,,,,,0.0,,,,,,7180.0
13134,2009-11-15,24.0,,,,,0.0,,,,,,7166.5
13135,2009-11-16,24.0,,,,,0.0,,,,,,6879.0
13136,2009-11-17,24.0,,,,,0.0,,,,,,6718.703674791666
13137,2009-11-18,24.0,,,,,0.0,,,,,,6898.0
13138,2009-11-19,24.0,,,,,0.0,,,,,,6894.0
13139,2009-11-20,21.33333,,,,,0.0,,,,,,5790.0
13140,2009-11-21,24.0,,,,,0.0,,,,,,6896.0
13141,2009-11-22,24.0,,,,,0.0,,,,,,6966.0
13142,2009-11-23,21.08333,,,,,0.0,,,,,,5878.0
13143,2009-11-24,20.66667,,,,,0.0,,,,,,6936.734484047619
13144,2009-11-25,24.0,,,,,0.0,,,,,,7111.896805
13145,2009-11-26,24.0,,,,,0.0,,,,,,7421.399551666666
13146,2009-11-27,24.0,,,,,0.0,,,,,,8459.0
13147,2009-11-28,24.0,,,,,0.0,,,,,,8579.882141041666
13148,2009-11-29,23.66667,,,,,0.0,,,,,,7993.151458541666
13149,2009-11-30,24.0,,,,,0.0,,,,,,8408.0
13150,2009-12-01,24.0,,,,,0.0,,,,,,8536.333984375
13151,2009-12-02,24.0,,,,,0.0,,,,,,8502.611358541666
13152,2009-12-03,24.0,,,,,0.0,,,,,,8538.266342083334
13153,2009-12-04,24.0,,,,,0.0,,,,,,8230.936706041666
13154,2009-12-05,24.0,,,,,0.0,,,,,,8198.998916875
13155,2009-12-06,24.0,,,,,0.0,,,,,,7940.011902708334
13156,2009-12-07,24.0,,,,,0.0,,,,,,7933.340270625
13157,2009-12-08,24.0,,,,,0.0,,,,,,7882.82334875
13158,2009-12-09,24.0,,,,,0.0,,,,,,7874.8862
13159,2009-12-10,24.0,,,,,0.0,,,,,,7847.926330416667
13160,2009-12-11,24.0,,,,,0.0,,,,,,7832.679290208333
13161,2009-12-12,24.0,,,,,0.0,,,,,,7858.316116875
13162,2009-12-13,24.0,,,,,0.0,,,,,,7865.925903541666
13163,2009-12-14,24.0,,,,,0.0,,,,,,7846.310470208334
13164,2009-12-15,24.0,,,,,0.0,,,,,,7858.773940416667
13165,2009-12-16,24.0,,,,,0.0,,,,,,8062.462784375
13166,2009-12-17,22.85833,,,,,0.0,,,,,,8073.053908913043
13167,2009-12-18,20.30833,,,,,0.0,,,,,,3271.8231331707316
13168,2009-12-19,24.0,,,,,0.0,,,,,,2245.9375672916667
13169,2009-12-20,23.0,,,,,0.0,,,,,,2355.909333829787
13170,2009-12-21,24.0,,,,,0.0,,,,,,5277.994720833333
13171,2009-12-22,24.0,,,,,0.0,,,,,,7490.0
13172,2009-12-23,24.0,,,,,0.0,,,,,,7615.0
13173,2009-12-24,24.0,,,,,0.0,,,,,,7638.0
13174,2009-12-25,24.0,,,,,0.0,,,,,,7856.5484460416665
13175,2009-12-26,24.0,,,,,0.0,,,,,,7722.0
13176,2009-12-27,24.0,,,,,0.0,,,,,,7118.0
13177,2009-12-28,24.0,,,,,0.0,,,,,,7490.0
13178,2009-12-29,24.0,,,,,0.0,,,,,,7510.737899375
13179,2009-12-30,24.0,,,,,0.0,,,,,,7551.171035416667
13180,2009-12-31,24.0,,,,,0.0,,,,,,7428.557495416667
13181,2010-01-01,24.0,,,,,0.0,,,,,,7798.998123333334
13182,2010-01-02,24.0,,,,,0.0,,,,,,8190.2778625
13183,2010-01-03,24.0,,,,,0.0,,,,,,8222.391692916666
13184,2010-01-04,24.0,,,,,0.0,,,,,,8259.17401125
13185,2010-01-05,24.0,,,,,0.0,,,,,,8287.967224166667
13186,2010-01-06,24.0,,,,,0.0,,,,,,8301.062072708333
13187,2010-01-07,24.0,,,,,0.0,,,,,,8125.836334375
13188,2010-01-08,24.0,,,,,0.0,,,,,,8097.717910625
13189,2010-01-09,17.5,,,,,0.0,,,,,,5773.0
13190,2010-01-10,24.0,,,,,0.0,,,,,,7742.036758125
13191,2010-01-11,24.0,,,,,0.0,,,,,,7973.769897708334
13192,2010-01-12,24.0,,,,,0.0,,,,,,7915.071548333333
13193,2010-01-13,24.0,,,,,0.0,,,,,,7831.0252235416665
13194,2010-01-14,24.0,,,,,0.0,,,,,,7825.095199791666
13195,2010-01-15,24.0,,,,,0.0,,,,,,7776.573242291666
13196,2010-01-16,24.0,,,,,0.0,,,,,,7791.153366041666
13197,2010-01-17,24.0,,,,,0.0,,,,,,7937.796279583334
13198,2010-01-18,24.0,,,,,0.0,,,,,,8983.802551666668
13199,2010-01-19,24.0,,,,,0.0,,,,,,9165.0
13200,2010-01-20,24.0,,,,,0.0,,,,,,9000.0
13201,2010-01-21,24.0,,,,,0.0,,,,,,8748.599670208334
13202,2010-01-22,24.0,,,,,0.0,,,,,,8919.639038541667
13203,2010-01-23,24.0,,,,,0.0,,,,,,9042.593017708334
13204,2010-01-24,24.0,,,,,0.0,,,,,,9059.811768541667
13205,2010-01-25,24.0,,,,,0.0,,,,,,8855.620850208334
13206,2010-01-26,22.16667,,,,,0.0,,,,,,7787.108494130434
13207,2010-01-27,24.0,,,,,0.0,,,,,,7617.888366458334
13208,2010-01-28,24.0,,,,,0.0,,,,,,7609.4302977083335
13209,2010-01-29,24.0,,,,,0.0,,,,,,7605.215530416666
13210,2010-01-30,24.0,,,,,0.0,,,,,,7628.354460833333
13211,2010-01-31,24.0,,,,,0.0,,,,,,7682.757079375
13212,2010-02-01,24.0,,,,,0.0,,,,,,7675.536239583334
13213,2010-02-02,24.0,,,,,0.0,,,,,,7692.8609460416665
13214,2010-02-03,24.0,,,,,0.0,,,,,,7752.5
13215,2010-02-04,24.0,,,,,0.0,,,,,,7745.594940625
13216,2010-02-05,24.0,,,,,0.0,,,,,,7692.532638333333
13217,2010-02-06,24.0,,,,,0.0,,,,,,7681.159668333334
13218,2010-02-07,24.0,,,,,0.0,,,,,,7624.041046041667
13219,2010-02-08,24.0,,,,,0.0,,,,,,7654.461211875
13220,2010-02-09,24.0,,,,,0.0,,,,,,8019.0
13221,2010-02-10,24.0,,,,,0.0,,,,,,8139.072631875
13222,2010-02-11,24.0,,,,,0.0,,,,,,8128.980530625
13223,2010-02-12,24.0,,,,,0.0,,,,,,7517.1863639583335
13224,2010-02-13,24.0,,,,,0.0,,,,,,3044.185715
13225,2010-02-14,13.59167,,,,,0.0,,,,,,3404.2886792857144
13226,2010-02-15,10.325,,,,,0.0,,,,,,2750.0
13227,2010-02-16,24.0,,,,,0.0,,,,,,8331.053497291667
13228,2010-02-17,24.0,,,,,0.0,,,,,,8549.454864583333
13229,2010-02-18,19.83334,,,,,0.0,,,,,,8063.6551292682925
13230,2010-02-19,24.0,,,,,0.0,,,,,,8493.518356458333
13231,2010-02-20,24.0,,,,,0.0,,,,,,8635.053848541667
13232,2010-02-21,24.0,,,,,0.0,,,,,,9128.178299791667
13233,2010-02-22,24.0,,,,,0.0,,,,,,9547.295348125
13234,2010-02-23,20.5,,,,,0.0,,,,,,7835.0
13235,2010-02-24,24.0,,,,,0.0,,,,,,8913.117935208333
13236,2010-02-25,18.5,,,,,0.0,,,,,,8608.680346153846
13237,2010-02-26,14.19167,,,,,0.0,,,,,,6560.2399924137935
13238,2010-02-27,18.475,,,,,0.0,,,,,,4052.5312836842104
13239,2010-02-28,0.0,,,,,0.0,,,,,,0.0
13240,2010-03-01,0.0,,,,,0.0,,,,,,
13241,2010-03-02,0.0,,,,,0.0,,,,,,
