,DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
0,2009-01-30,257.442240625,105.33919104166667,163.29458625,35.29881708333333,94.147654375,61.04972645833333,4535.43,649388.07,298.19
1,2009-02-11,261.4812327083333,105.36479895833334,164.35207083333333,34.69769291666667,97.129161875,65.80480104166666,4379.88,629307.34,143.54
2,2009-02-20,264.38600145833334,105.41087270833333,166.21405729166668,34.779443125,98.17194416666666,64.98716916666666,4509.07,638750.17,108.74
3,2009-02-22,266.70908625,105.395959375,166.27352895833334,34.05479166666667,100.43555729166667,67.33043583333334,4319.02,612912.62,106.6
4,2009-02-23,266.66713708333333,105.41051645833333,166.51305895833335,34.39536270833333,100.154078125,66.98642666666667,4417.66,625514.01,117.37
5,2009-02-25,269.70640503815724,105.35789689455667,166.92603957448563,31.054527555555556,102.78036546367161,69.95473743986032,3226.61,460948.01,118.99
6,2009-02-26,268.3431391666667,105.427655625,167.28479604166668,34.310338125,101.058343125,67.845646875,4411.9,628668.27,134.19
7,2009-02-27,268.747546875,105.43754020833333,167.40175041666666,34.307170416666665,101.34579645833334,68.186584375,4376.91,625510.25,152.76
8,2009-02-28,269.144045625,105.443265625,167.85080354166666,34.280672083333336,101.29324208333334,68.16041208333333,4417.91,626562.21,106.72
9,2009-03-01,269.55958645833334,105.449826875,167.92766479166667,34.31704895833333,101.63192166666667,68.47889958333333,4396.74,628354.12,155.97
