,ON_STREAM_HRS,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2566,24.0,190.41787479166666,70.71423416666667,27.978534375,61.70754,80.51303020833333,5043.73,713782.36,447.89
2567,24.0,190.91364375,72.76745229166667,26.796397916666667,60.58095479166667,81.61976520833333,5485.34,774012.05,573.67
2568,24.0,189.897079375,69.4589575,29.829753125,63.513939375,81.584881875,5189.7,732244.75,535.58
2569,24.0,190.20579125,69.43213208333333,29.112662083333333,62.7845625,81.32204395833334,5303.4,744579.97,564.84
2570,24.0,191.03913395833334,72.92619166666667,26.67040520833333,60.47303125,81.83885104166667,5467.62,767621.17,578.47
2571,24.0,191.25688229166667,73.07949354166666,26.346979583333333,60.14534270833333,82.8646725,5604.33,785560.55,539.31
2572,24.0,191.10984395833333,72.90647270833334,26.53939375,60.32544729166667,82.3332275,5601.13,781600.76,551.15
2573,24.0,191.22949916666667,71.95349416666667,26.6644975,60.43513604166667,83.84590791666666,5549.21,773988.58,422.92
2574,24.0,191.09468041666668,70.91464333333333,27.03206375,60.767731875,84.20878958333333,5480.45,767199.36,350.08
2575,24.0,191.00477354166668,70.74211,27.06226854166667,60.78865666666667,84.15879458333333,5465.07,763675.41,562.8
2576,23.0,191.13611696683478,68.15051851063829,28.394625266021738,62.04963962077391,83.01314647071304,5049.73,706496.77,599.27
2577,24.0,190.979230625,69.889563125,27.453219375,61.168686875,83.94469208333334,5380.51,754743.06,592.03
2578,24.0,191.03008270833334,70.57018770833334,27.441995416666668,61.15672125,83.834228125,5366.63,776432.23,581.41
2579,24.0,190.84483208333333,69.94159520833334,27.307188125,61.021691458333336,83.40330645833333,5358.32,749752.39,359.58
2580,22.85833,190.81343655365023,68.83234652173913,27.975486582541244,61.36551336717074,81.45015302330047,5017.66,705591.74,552.07
2581,23.475,183.08316245196593,40.841799583333334,55.78125037630245,88.10556112440895,73.80432320370608,2516.72,348481.68,310.25
2582,15.025,191.3677294985491,73.50332129032257,25.164440429377702,58.67323171721797,81.69627789675208,3377.75,469681.15,446.76
2583,20.14167,189.81315352119265,69.73197170731707,29.156322720265997,62.68311783779101,80.27811680161079,4228.61,583871.56,587.92
2584,24.0,190.20132041666668,76.154459375,24.0013225,57.651326875,81.74688791666667,5347.19,739004.92,700.95
2585,24.0,190.14016583333333,77.30218770833334,23.292674583333334,56.95769666666666,81.52418333333334,5355.93,743748.51,526.97
2586,24.0,189.75490541666667,73.5493725,24.732659583333334,58.310878333333335,82.56369291666667,5153.65,715681.17,605.35
2587,24.0,189.62316166666668,72.07573,25.371640625,58.90686083333333,83.11477458333333,5063.78,703199.58,661.12
2588,24.0,189.67254645833333,72.52884979166667,25.306937708333333,58.844458333333336,82.44247416666667,5164.96,723178.83,622.33
2589,24.0,190.13990958333332,72.72959375,25.01610375,58.5788425,83.79003375,5148.7,719081.4,680.44
2590,24.0,190.20257395833335,72.93773770833333,24.881188333333334,58.44806645833334,83.721456875,5098.58,711628.09,466.25
2591,24.0,190.26517041666668,73.33444875,24.64172875,58.21266333333333,83.51567958333334,5298.31,738483.97,768.15
2592,24.0,190.25553520833333,73.6172325,24.562876875,58.13194145833333,83.22459958333333,5281.46,739635.47,734.31
2593,24.0,190.23544875,73.734791875,24.547793541666667,58.115375625,82.76590916666666,5280.42,738860.57,783.63
2594,24.0,190.31424145833333,73.42339791666667,24.529995208333332,58.108219375,83.4634125,5243.21,763335.14,753.88
2595,24.0,190.24229958333333,73.83464770833334,24.471825208333332,58.02858,82.37292125,5261.93,736984.71,790.98
2596,24.0,190.26088020833333,74.12604666666667,24.326935416666668,57.878998125,81.99323125,5256.37,735525.78,847.96
2597,24.0,190.49241791666665,74.230985,24.018529375,57.57563916666667,83.47090229166666,5227.61,732785.12,793.61
2598,24.0,190.51886604166666,74.06502854166666,24.026450208333333,57.58130375,83.29423875,5199.02,730335.59,749.92
2599,24.0,190.488745625,74.13604083333334,24.008132291666666,57.562015833333334,82.92004229166666,5206.38,731148.3,541.74
2600,24.0,190.44568145833333,74.09392020833333,24.060415625,57.60449166666667,82.80426416666667,5200.27,729365.98,550.93
2601,24.0,190.58369319148937,72.82486104166667,23.876860638297874,57.423535531914894,83.04240191489362,5189.62,728597.69,709.95
2602,24.0,190.68995468085106,72.94006979166667,23.77850255319149,57.30747127659574,82.99875659574468,5185.95,727881.15,579.99
2603,22.83333,188.0349149920927,60.410226875,34.554519426618896,67.37299083911545,79.29285501217299,4034.53,592005.17,515.07
2604,24.0,190.2990393617021,71.87258583333333,24.39716,58.13493425531915,81.51433914893617,5140.65,720907.51,606.1
2605,24.0,190.75915166666667,74.67883166666667,23.369636458333332,57.143852708333334,82.282203125,5157.86,722935.24,693.44
2606,24.0,190.65360083333334,75.14006083333334,23.32697458333333,57.096601666666665,80.89970729166667,5161.22,722042.16,626.0
2607,24.0,190.68503270833332,75.04702458333334,23.175788333333333,56.92387875,80.39683104166667,5136.39,718018.45,694.52
2608,24.0,190.764365,75.24942604166667,22.75013875,56.479090416666665,80.72723083333334,5092.0,712515.8,889.86
2609,24.0,190.86854979166668,75.23973645833334,22.334273958333334,56.01523229166666,81.757934375,5033.93,704357.87,864.02
2610,24.0,190.90236395833332,75.164553125,21.969791458333333,55.61057958333333,80.44165958333333,4979.19,694861.23,927.28
2611,24.0,191.11977708333333,75.23367875,21.477225,55.085505625,81.62978125,4905.73,685492.94,927.84
2612,24.0,191.316678125,75.1543175,21.16753458333333,54.74300645833333,82.762875,4689.19,654091.11,1122.19
2613,24.0,191.4167425,75.17541875,20.974510833333333,54.52820895833333,83.12763625,4647.39,648792.3,1097.79
2614,24.0,191.41805104166667,75.19635333333333,20.889554375,54.35313729166667,81.18815625,4628.38,645710.52,1315.92
2615,24.0,191.65357791666668,75.25084708333333,20.680432291666666,54.106982708333334,81.62041645833334,4586.62,643438.14,1320.54
2616,24.0,191.87066020833333,75.249384375,20.577990625,53.995121875,81.37144479166666,4563.26,641682.81,1317.59
2617,24.0,191.88792270833332,74.026009375,20.88822,54.8289225,81.24529229166667,4010.69,585272.22,1131.12
2618,24.0,192.922315,75.26627333333333,20.826825,54.2399475,81.81347645833333,4441.06,637970.89,1253.55
2619,24.0,194.18945145833334,75.26082229166667,21.249116458333333,54.56846625,83.54235416666667,4596.67,642488.68,1342.98
2620,23.33333,192.61075813496402,64.59805645833333,28.382423183647596,61.32839745262678,81.02528500322072,3953.58,567279.45,1135.63
2621,24.0,194.15398708333333,72.12866708333334,23.14648791666667,56.364980208333336,83.17416104166666,4419.93,620159.9,1279.51
2622,24.0,196.07331020833334,81.16175354166667,19.363267708333332,52.679706875,83.98514458333334,4625.59,648793.03,1389.09
2623,24.0,196.85740666666666,83.68664104166666,18.414105416666665,51.767424375,84.54139791666667,4705.52,660019.14,1352.2
2624,24.0,197.39371541666668,85.11596416666667,17.960305625,51.33684520833334,84.22253395833333,4720.13,662547.04,1400.62
2625,24.0,197.83235,85.23858020833333,17.88235729166667,51.24616354166667,84.59552916666667,4702.17,660598.1,1462.33
2626,24.0,198.21876916666668,84.21978395833334,18.063903541666665,51.39463895833333,84.83322104166666,4673.25,655437.09,1456.5
2627,24.0,198.16941,81.74401104166667,19.32666083333333,52.6317075,84.67127208333333,4544.83,639511.89,1466.29
2628,24.0,198.05411770833334,77.16577666666667,20.525317291666667,53.84901395833333,85.18499291666667,4285.02,625088.66,1489.97
2629,24.0,197.04149729166667,72.821274375,23.972992291666667,57.06387125,83.76842104166667,4111.36,583842.94,1756.15
2630,24.0,197.65882375,74.07477375,22.063314375,55.20851625,83.05772375,4257.01,597777.67,1447.56
2631,24.0,198.08069520833334,74.03821979166666,21.943501458333333,55.086855416666666,83.55986916666667,4234.42,595403.85,1070.43
2632,24.0,198.41506854166667,73.20917729166666,22.937200625,56.0548725,85.39934583333333,4140.35,587079.15,1508.61
2633,24.0,198.98830875,76.25191,20.752266875,53.983513125,85.52238,4326.64,608912.3,1647.33
2634,24.0,199.28925729166667,76.215275625,20.647587083333335,53.873388125,85.6277475,4300.52,604874.51,1640.55
2635,24.0,199.45147041666667,75.99396520833334,20.820438958333334,54.02887375,85.25594104166667,4248.97,598834.31,1591.72
2636,24.0,199.763078125,74.47338708333334,21.32291625,54.51407604166667,85.78682,4106.17,576166.16,1738.39
2637,24.0,199.114275625,69.93827416666667,24.925211041666667,57.84974125,85.764864375,3815.94,533211.35,1681.05
2638,24.0,198.6326525,66.403571875,26.588929583333332,59.46067375,85.83702,3737.49,513995.49,1687.57
2639,13.59167,202.40501318642964,64.48432892857143,25.09400989458249,55.44204798513354,84.75527349837805,2111.37,295953.03,878.82
2640,13.8,196.88753567974993,70.47560833333333,24.228459813398402,57.35833890712595,82.99694921336265,2059.14,281382.78,639.09
2641,24.0,196.16111125,70.73495541666666,24.207939583333335,57.33497479166667,82.35810770833334,4108.39,576669.56,1703.33
2642,24.0,197.03817229166665,70.76732520833333,23.810350833333334,56.895827708333336,82.03394854166666,4040.4,567407.26,1652.19
2643,22.04167,196.64377560241124,63.03270333333333,30.2352278679973,63.26272590697075,79.49376094585392,3211.46,450951.41,1377.45
2644,24.0,197.70922729166668,71.58594270833333,23.306600833333334,56.4593375,84.46136958333334,4027.02,565795.15,1785.82
2645,24.0,198.62633085106384,70.83720229166667,22.756537872340427,55.9195529787234,85.57773936170213,3945.82,554370.95,1795.75
2646,24.0,199.48067708333335,72.8368475,22.28788125,55.46832375,85.67987416666666,4037.43,566968.14,1855.52
2647,24.0,200.176210625,72.938071875,22.040014166666666,55.21839,85.77956,3994.39,562626.38,1849.68
2648,23.5,199.9932907156968,65.90550909090909,26.72901022412258,59.60340286293548,84.92498032568388,3461.1,496990.84,1592.96
2649,24.0,200.79365020833333,72.296253125,22.718035625,55.58192041666667,85.3463125,3991.13,568507.65,1939.7
2650,18.5,199.0548199106452,69.43099153846154,23.452412227694868,55.65332075322059,81.95001642659183,3287.55,467359.97,1389.71
2651,19.69166,199.66002208897575,59.277113414634144,32.1654072634303,64.72465114580996,79.43343547989859,2860.87,412150.99,2132.69
2652,17.6,201.69333314644655,67.01691947368421,23.936671143907983,55.42481701670906,85.16638051131258,3107.96,433320.46,2440.83
2654,23.5,196.0197859574468,54.65944765957447,36.807185957446805,69.36080063829787,77.73736723404255,3466.01,478305.51,1789.62
2655,24.0,194.34110104166666,62.790441875,29.29483625,62.183336041666664,85.04284416666667,4144.87,573524.63,1807.79
2656,24.0,193.700205,60.89497083333333,29.756083125,62.928857916666665,84.55720604166666,4025.56,556182.88,1801.99
2657,20.825,193.39956213685474,59.834474761904765,30.036456242497,63.129439975990394,84.07514184873949,3444.62,475403.85,1577.81
2658,13.34167,194.9251390701314,63.668916296296295,27.802903131399592,61.282876286326974,82.32644038989872,2405.72,333858.61,806.99
2659,24.0,193.73935125,67.703996875,24.285544166666668,57.88540020833333,85.06681979166666,4344.86,599227.03,2405.02
2660,24.0,193.71945541666668,67.802035625,23.320208958333332,56.87837604166667,85.26423625,4258.59,587889.32,1899.8
2661,23.66666,193.27148729476826,61.12471625,27.45838407426312,60.765584939171816,83.8360338992997,3500.93,485685.38,1439.77
2662,15.33333,192.8207033371355,60.39288875,25.7978826227897,59.0894482219257,84.68047862945622,2540.89,359846.82,968.72
2663,24.0,193.32643765957448,64.27129395833333,22.85185170212766,56.247989574468086,85.24969148936171,3716.44,536774.93,1564.22
2664,24.0,194.626283125,70.19004645833333,20.460691875,53.963266041666664,84.95389979166667,3801.87,543770.7,1655.8
2665,24.0,196.05289666666667,73.66667270833334,18.750916041666667,52.305323125,85.67905916666666,3860.92,545239.21,2058.33
2666,24.0,196.67472229166665,70.74774333333333,19.804100416666667,53.30565541666667,85.55430833333334,3717.81,527216.28,1776.23
2667,24.0,197.60593166666666,76.12645270833333,18.156602291666665,51.725240416666665,84.58994916666667,3831.2,535713.37,2037.72
2668,24.0,197.85202,79.85003083333334,16.88227125,50.502333541666665,83.758611875,3926.86,573530.5,1865.09
2669,24.0,197.62434229166666,79.99953145833334,16.560215416666665,50.13565375,82.94166916666667,3887.46,543342.62,2123.28
2670,24.0,197.69505979166667,80.07827041666667,15.914775833333334,49.463015,85.45611,3848.11,537024.4,2120.62
2671,24.0,197.623400625,80.64186291666667,15.441983333333333,48.94263791666667,86.04652354166667,3827.75,533775.74,2133.74
2672,24.0,197.1863925,80.91717854166667,15.3907575,48.83738,85.35943166666667,3454.15,482476.79,1878.41
2673,24.0,197.05417333333332,81.15678833333334,14.997118125,48.427752291666664,85.16631916666667,3413.36,483316.17,2065.54
2674,24.0,197.39507375,81.33351416666666,15.059750625,48.467313958333335,84.99946770833333,3405.79,481386.34,1953.81
2675,24.0,197.99562791666668,82.183293125,14.966418541666666,48.39368833333333,84.933415625,3426.37,484059.07,2028.14
2676,24.0,198.78837479166666,86.56600395833334,14.389424166666666,47.862444375,84.31733833333334,3524.65,497797.96,2180.46
2677,24.0,199.606349375,89.86449083333333,13.880588333333334,47.401928958333336,84.5269825,3587.86,507921.24,2192.83
2678,23.0,200.3695690909091,92.68756369565217,13.359956590909091,46.91045272727273,85.33222272727272,3510.63,495565.39,2214.83
2679,24.0,201.12032895833335,99.94708166666666,13.004877083333334,46.562372708333335,86.35655416666667,3739.71,528779.69,2389.65
2680,24.0,201.33698416666667,99.99982083333333,13.476033125,47.020195,83.84440166666667,3473.56,494748.72,2510.25
2681,24.0,202.0065,97.91666666666667,13.366287872340425,46.91521340425532,84.59514170212766,3485.06,496155.65,2752.04
2682,11.16666,200.8378110008812,38.452677916666666,41.67481010714036,73.16917076152583,72.38863794114802,786.82,119260.91,617.72
2683,24.0,202.58363479166667,89.77865125,14.951131666666667,48.305596666666666,84.76828104166667,3407.69,494941.47,2499.07
2684,23.5,202.3163644756766,81.00829916666666,19.452329583412766,52.82722479057021,83.50443516794043,3186.88,448582.5,2429.43
2685,24.0,203.90854583333333,93.851198125,13.986646875,47.55225958333333,86.0894925,3495.15,491688.7,2679.05
2686,24.0,204.179074893617,84.92010583333334,14.938086170212767,48.45943468085106,85.8166844680851,3428.88,484318.02,2573.88
2687,24.0,204.57501354166666,80.199669375,15.975783541666667,49.45814583333333,85.26202645833334,3342.4,473561.06,2465.79
2688,24.0,205.42488416666666,79.23774541666667,15.867466041666667,49.3650675,86.55952270833333,3330.01,472635.76,2653.2
2689,24.0,206.05963166666666,79.25137458333333,15.773301875,49.27914895833333,87.04560375,3198.19,455297.51,2855.95
2690,24.0,206.51110520833333,78.54737645833333,15.855203958333334,49.347258333333336,87.439949375,3170.37,445620.47,2663.94
2691,24.0,206.08400416666666,78.11397041666666,15.855765,49.31530083333333,87.38510625,3148.09,439985.54,2684.87
2692,24.0,205.50867541666668,78.24117145833333,15.7810825,49.20580520833333,87.13673979166667,3124.35,436803.04,2609.43
2693,24.0,205.15855583333334,78.33394229166667,15.520025208333333,48.937620833333334,87.142473125,3107.58,435013.56,2603.5
2694,24.0,204.98441708333334,78.93999208333334,15.073475625,48.487033958333335,87.133998125,3100.02,435421.87,2636.73
2695,24.0,204.68169104166665,79.73459270833334,14.6671575,48.066406666666666,87.15173541666667,3215.36,447504.82,1789.19
2696,24.0,204.39514520833333,80.91440770833333,14.20341,47.589436875,87.15309,3220.01,449867.21,2284.95
2697,24.0,204.07482541666667,84.00855583333333,13.589061875,46.964850625,86.8088275,3258.75,455114.7,2296.29
2698,23.33333,203.11866219788604,71.78364645833334,18.05299613897802,51.160479388638485,84.5945043064149,2865.27,400336.61,2165.14
2699,24.0,202.96165729166665,78.62221208333334,14.119210208333334,47.44936625,86.511671875,3150.88,438645.57,2145.35
2700,24.0,202.39728770833332,81.944529375,13.469129791666667,46.79057104166667,86.05734458333333,3190.98,453679.07,2313.47
2701,24.0,201.826680625,97.48131145833334,12.118871875,45.46237125,85.64008479166667,3403.93,473051.86,2080.35
2702,24.0,201.52953520833333,99.89162479166667,11.558531041666667,44.87567791666667,86.307999375,2968.51,412427.71,2346.78
2703,24.0,200.74567416666667,99.928310625,11.420588958333333,44.70789270833333,85.97632354166667,2949.86,411157.09,2517.25
2704,24.0,199.800894375,99.96236645833334,11.136473333333333,44.401403333333334,86.33489416666667,2903.27,415791.81,2483.4
2705,24.0,199.48805875,70.81062479166667,20.405201875,53.350403125,85.00724979166667,2516.03,359254.39,2235.33
2706,24.0,199.52576270833333,51.24172625,25.224511458333332,58.768431666666665,82.67338895833333,2154.23,297181.97,2015.12
2707,24.0,203.148621875,38.128103125,33.402002708333335,66.61009770833333,72.60796958333333,1635.39,233630.45,1523.53
2708,24.0,201.00105645833332,58.72165770833333,20.461998125,53.95192125,86.0665575,2507.96,355951.95,2251.29
2709,24.0,201.71232541666666,42.227439375,33.24169354166666,66.66185645833333,74.348405,1793.49,256517.89,1494.85
2710,24.0,204.12933,48.90363333333333,27.918868333333332,61.224207291666666,78.51487875,2119.15,302184.58,1857.54
2711,24.0,203.09592479166668,59.810132083333336,20.445645625,54.01851416666667,85.94383333333333,2574.11,365717.84,2223.7
2712,24.0,203.87749416666668,60.179815625,20.253609375,53.867454375,86.79553145833333,2587.54,367983.81,2229.25
2713,24.0,204.710295,62.11121,19.426379375,53.07114895833333,87.06396145833334,2641.29,374436.17,2244.97
2714,24.0,205.08549979166668,63.224238125,18.870425208333334,52.55518416666666,87.054515,2658.88,375797.0,2255.19
2715,15.5,205.26049025695485,53.515034375,24.61854236967097,57.87703106928387,80.92341103347742,1522.51,215981.52,1234.47
2716,24.0,205.03546291666666,59.623175625,20.615652083333334,54.16065458333333,86.742926875,2573.93,362884.92,2333.43
2717,24.0,205.13355104166666,59.218625208333336,21.08863875,54.61979791666667,85.87667520833334,2530.85,358552.25,2110.44
2718,24.0,205.6754525,59.25460520833333,21.243040625,54.60581875,86.43272291666666,2493.99,353907.14,2262.59
2719,24.0,206.51287416666668,59.21211604166667,20.994552708333334,54.38731333333333,87.07391395833334,2482.15,352485.33,2304.62
2720,24.0,207.02556416666667,59.17946020833333,21.019789791666668,54.418345625,87.009118125,2474.84,351180.38,2297.6
2721,24.0,207.50397708333333,59.16182645833333,21.118042708333334,54.499692083333336,86.61977729166667,2766.03,393105.23,2505.58
2722,24.0,208.05195166666667,58.818863541666666,21.254793958333334,54.634373125,87.15658458333333,2748.61,390316.16,2485.71
2723,24.0,208.4931,58.45828229166667,21.496103333333334,54.975363333333334,87.31020979166667,2712.34,373903.91,2473.39
2724,24.0,208.88825791666667,58.813136875,21.603031666666666,55.00709666666667,86.86296958333334,2666.04,383273.34,2334.9
2725,24.0,209.296956875,58.873661041666665,21.801742708333332,55.189827916666665,86.600765625,2701.72,387666.95,2354.79
2726,24.0,209.91602617021277,57.673523333333335,21.76097404255319,55.136313191489364,87.35871042553191,2696.78,385413.71,2449.32
2727,24.0,210.6883075,58.877767291666665,21.585814166666665,54.98104875,87.91668270833334,2685.18,383866.45,2317.47
2728,24.0,211.19223458333335,58.88293,21.681468541666668,55.06444375,87.97491520833333,2669.66,381679.6,2563.54
2729,24.0,211.38825708333334,57.924289375,22.457425833333332,55.83601916666667,88.14116020833333,2640.27,377151.82,2753.61
2730,24.0,211.67163020833334,57.1390025,23.354360416666665,56.66727541666667,88.07958395833333,2573.72,367958.48,2541.97
2731,24.0,212.193216875,56.29031333333333,23.9659225,57.247756458333335,88.23496916666667,2549.16,364275.44,2795.89
2732,24.0,212.60490625,55.333123125,24.686869791666666,57.91492958333333,88.13162854166667,2520.76,361267.83,2666.62
2733,24.0,212.94458104166668,54.84135583333333,25.232427916666666,58.428143125,88.310708125,2503.59,361752.86,2657.47
2734,24.0,213.40733104166668,54.86861354166667,25.300158333333332,58.50798354166667,88.343719375,2500.34,357574.49,2594.51
2735,24.0,213.703461875,54.90034166666667,25.504306041666666,58.75159145833333,87.84260791666667,2496.19,357401.35,2589.24
2736,24.0,214.156690625,54.704055,25.692085833333334,58.945028541666666,87.59097541666667,2483.03,355613.59,2687.87
2737,24.0,214.55553333333333,54.619292916666666,25.876767916666665,59.13481708333333,88.07883895833334,2475.77,353860.41,2846.85
2738,24.0,214.68741541666665,54.6539525,26.104663541666667,59.36171916666667,87.969248125,2420.87,346658.58,2472.43
2739,21.66667,215.5220721538335,50.13662133333333,28.295401462702852,61.440898064312606,85.65881131942749,2013.37,287367.96,1788.27
2740,24.0,215.34250416666666,54.79016020833333,25.633168541666667,58.86055854166667,88.29662541666667,2455.94,348887.55,2876.42
2741,24.0,214.82982708333333,52.54288354166667,27.927968125,61.18024166666667,86.81094416666667,2345.76,328847.13,2759.73
2742,24.0,214.440026875,31.88836875,48.39702666666667,81.40694916666666,79.6978925,1522.45,209329.94,1650.17
2743,24.0,214.19358395833333,36.968911875,45.373929583333336,78.225646875,82.567013125,1812.37,253710.52,1317.95
2744,24.0,214.88201895833333,50.252681458333335,31.953548125,65.00337083333334,87.071961875,2421.43,342119.04,2797.04
2745,24.0,215.05594458333334,50.47826666666667,31.262703333333334,64.32508708333333,88.42095666666667,2404.05,341810.24,2719.02
2746,24.0,215.52200479166666,50.90540854166667,30.996590833333332,64.05598291666666,88.49929145833333,2384.74,339406.06,2639.48
2747,24.0,215.981590625,51.0627725,30.827502916666667,63.909011875,88.37215041666667,2349.81,335320.81,3017.5
2748,24.0,216.41268375,51.249391458333335,30.663997708333333,63.742935208333336,88.02354958333333,2343.56,334683.38,2919.5
2749,24.0,216.98783666666668,51.584657291666666,30.166306041666665,63.281374375,88.70589270833334,2380.74,340908.54,2907.68
2750,24.0,217.10336979166667,51.74881625,30.085040625,63.205880625,88.50603708333334,2384.64,340424.28,2913.15
2751,24.0,217.41253666666665,52.012832083333336,29.612011041666666,62.735249375,88.72974166666667,2381.92,340230.61,2743.32
2752,24.0,217.58277229166666,52.05561041666667,29.49314645833333,62.61437166666666,88.78694020833333,2377.7,332560.41,2846.61
2753,24.0,217.766543125,52.13987291666667,29.29487375,62.43513,88.69792458333333,2420.55,345299.5,2606.69
2754,24.0,217.7409875,52.20358708333333,29.267057708333333,62.39765166666667,87.87127270833334,2408.2,344660.79,2701.25
2755,24.0,217.99694375,53.345485208333336,27.972769583333335,61.17239291666667,88.77353875,2434.38,347692.91,2423.99
2756,22.83333,217.79801361874067,52.765854042553194,28.34914420706047,61.49629262570987,88.77818518127667,2391.83,342222.03,2808.75
2757,24.0,217.75986791666668,51.82792791666667,29.16379166666667,62.25338833333333,88.70987104166667,2383.61,341216.85,2931.67
2758,24.0,217.61863645833333,50.93918958333333,30.069519166666666,63.106740625,88.410744375,2353.23,337049.45,2836.21
2759,24.0,218.00079979166668,51.94649104166667,29.073677291666666,62.16803083333333,88.78128479166666,2377.86,340595.19,2891.17
2760,24.0,218.04704645833334,51.98529104166666,29.098051875,62.203108541666666,88.21729020833334,2370.38,340025.29,2836.01
2761,22.33334,218.34519072106545,44.69498565217391,34.339987453887325,67.41954470037173,83.64472569706099,1944.86,282070.99,2384.76
2762,24.0,219.07200916666667,52.79158354166667,27.031977083333334,60.12746125,88.59243166666667,2342.72,334433.22,3005.32
2763,24.0,218.97765645833334,52.840193541666665,27.0606275,60.184038541666666,89.104789375,2347.6,335066.15,2996.59
2764,24.0,218.90628895833333,52.342484375,27.83163625,60.778354375,88.975845625,2329.46,333876.6,2962.85
2765,24.0,218.775694375,51.925016666666664,28.322399375,61.37778083333333,88.52428041666667,2314.21,332297.75,2956.98
2766,24.0,218.88812854166667,51.38472208333334,28.71303625,61.75430333333333,88.661333125,2312.64,327536.19,2952.54
2767,24.0,218.82699395833333,51.194944166666666,28.747546458333332,61.78215895833333,88.985218125,2284.2,328557.43,2856.65
2768,24.0,219.01560583333332,51.258488541666665,28.699879166666665,61.709018125,89.15871375,2281.66,326332.18,2863.11
2769,24.0,218.776676875,51.313354375,28.891105416666665,61.89988520833333,88.41910458333334,2277.83,327249.11,2862.68
2770,24.0,218.96420083333334,51.31862916666667,28.925307291666666,61.92997770833333,88.07297666666666,2271.85,326715.86,2868.35
2771,24.0,219.25764916666665,51.324985625,28.810997083333334,61.828475833333336,87.905100625,2266.84,325920.8,2838.67
2772,24.0,219.70660479166668,51.283680833333335,28.557846458333334,61.584248333333335,89.26903229166666,2262.5,324542.09,2862.87
2773,24.0,219.47776291666668,51.292692083333336,28.86199166666667,61.87559291666667,88.26475333333333,2254.67,324252.55,2874.48
2774,24.0,219.57619479166667,51.68510270833333,28.613296666666667,61.52378770833333,88.18127229166667,2257.16,325298.63,2898.74
2775,24.0,221.94482729166666,67.67730041666667,18.421609583333332,51.218363125,89.130014375,2574.63,377098.55,3483.38
2776,24.0,222.29704,71.930785625,16.643015625,49.49922895833333,89.00023604166667,2607.44,378887.55,3443.16
2777,24.0,222.96740854166666,73.82106479166667,15.719539791666667,48.621816458333335,89.17633541666666,2617.56,380188.3,3441.22
2778,24.0,223.70245104166668,75.346693125,15.003908333333333,47.898625625,90.50640375,2625.72,385272.0,3508.2
2779,24.0,223.872669375,76.926993125,14.87777125,47.76154208333333,89.155028125,2544.95,371624.9,3438.08
2780,24.0,224.45246208333333,77.92247625,14.440985416666667,47.34113979166667,88.879375625,2553.36,372444.36,3492.77
2781,24.0,224.88626020833334,78.83272666666667,14.165932291666667,47.062684375,89.7195,2555.11,372721.78,3545.17
2782,22.33334,225.6696545425673,67.48126956521739,19.95407167626965,52.48523352841089,87.35961159453535,1939.01,286798.54,2751.29
2783,24.0,226.12823770833333,78.43736708333333,14.087454791666667,46.866807916666666,89.237463125,2424.14,354358.11,3558.14
2784,24.0,225.51826458333332,71.054525,17.687265833333335,50.58750520833333,90.439286875,2269.88,329873.97,3252.82
2785,24.0,224.03410583333334,51.12475520833333,25.729851458333332,58.66446729166667,89.63365229166666,1826.45,263292.34,2538.27
2786,24.0,223.72454541666667,51.22171395833333,25.973944583333335,58.92016375,89.19732833333333,1827.73,262934.15,2564.53
2787,24.0,223.38451333333333,51.3302,26.239800625,59.176356041666665,87.13125395833333,1826.06,263352.68,2333.43
2788,24.0,223.25566479166667,51.23523625,26.391397291666667,59.326508125,87.75657375,1823.13,263099.38,2445.79
2789,24.0,223.2568,51.220628958333336,26.436357291666667,59.35474833333333,88.07736708333333,1815.13,262074.95,2446.34
2790,24.0,223.31628041666667,51.183864375,26.443337083333333,59.367608958333335,88.32152333333333,1806.68,260713.92,1900.53
2791,24.0,223.415993125,51.19876166666667,26.33127375,59.277693125,88.99868270833333,1802.24,259493.3,2788.46
2792,24.0,223.2428025,51.302651041666664,26.388350208333332,59.32218270833334,88.55975979166666,1801.56,259637.63,3022.3
2793,24.0,223.28803791666667,51.15669041666666,26.37806125,59.32544708333333,88.12471604166667,1792.8,258421.0,3032.96
2794,24.0,223.42149666666666,51.13662479166667,26.29572,59.22619229166666,89.63581770833333,1784.02,257662.87,3059.89
2795,24.0,223.44497083333334,51.13622604166667,26.274759375,59.206695208333336,89.74800333333333,1862.91,269010.54,3224.17
2796,24.0,223.41468166666667,51.214488125,26.29549125,59.238570625,89.78764958333333,1864.5,269479.73,3238.48
2797,24.0,223.35401708333333,51.26635291666667,26.440301666666667,59.36582541666667,89.57391979166667,1864.86,269233.87,3248.02
2798,24.0,223.60829625,51.264072291666665,26.260301666666667,59.212083125,90.00315270833333,1857.44,268110.0,3251.25
2799,24.0,223.43924791666666,51.26580375,26.396384583333333,59.344659375,89.28294354166667,1859.6,268867.78,3257.21
2800,24.0,223.66899395833335,51.2617475,26.229217708333334,59.16497020833334,90.05665479166667,1857.2,268279.25,3258.54
2801,24.0,223.688726875,51.315518958333335,26.227427083333332,59.18022,89.90874083333334,1854.41,268151.42,3262.01
2802,24.0,223.62578333333335,51.02336375,26.505521875,59.45030416666667,89.50576770833334,1846.25,266477.1,3245.61
